year,month,day,team,defensive_third_down_conversion_%
2012,1,15,Atlanta,38.46%
2012,1,15,Buffalo,57.14%
2012,1,15,Carolina,47.06%
2012,1,15,Tennessee,57.89%
2012,1,15,Green Bay,38.46%
2012,1,15,Minnesota,50.00%
2012,1,15,New England,50.00%
2012,1,15,LA Chargers,36.36%
2012,1,15,Indianapolis,53.85%
2012,1,8,Detroit,50.00%
2012,1,8,Baltimore,21.43%
2012,1,8,NY Jets,31.25%
2012,1,8,Houston,46.15%
2012,1,8,Arizona,33.33%
2012,1,8,San Francisco,23.08%
2012,1,8,New Orleans,18.18%
2012,1,8,Kansas City,0.00%
2012,1,8,Miami,18.18%
2012,1,8,Cincinnati,20.00%
2012,1,8,Chicago,35.00%
2012,1,8,Denver,40.00%
2012,1,8,Washington,30.77%
2012,1,8,Seattle,25.00%
2012,1,8,Jacksonville,40.00%
2012,1,8,Philadelphia,41.67%
2012,1,8,Dallas,30.77%
2012,1,8,NY Giants,58.33%
2012,1,8,Tampa Bay,54.55%
2012,1,8,LA Rams,28.57%
2012,1,8,Pittsburgh,18.18%
2012,1,8,Cleveland,47.37%
2012,1,8,Buffalo,18.18%
2012,1,8,Tennessee,43.75%
2012,1,8,Carolina,38.46%
2012,1,8,Las Vegas,57.14%
2012,1,8,Atlanta,50.00%
2012,1,8,Minnesota,27.27%
2012,1,8,Green Bay,45.45%
2012,1,8,New England,66.67%
2012,1,8,LA Chargers,56.25%
2012,1,8,Indianapolis,54.55%
2012,1,1,Detroit,22.22%
2012,1,1,Houston,26.32%
2012,1,1,Baltimore,16.67%
2012,1,1,NY Jets,40.00%
2012,1,1,Arizona,23.08%
2012,1,1,San Francisco,46.67%
2012,1,1,Chicago,20.00%
2012,1,1,Denver,35.29%
2012,1,1,New Orleans,45.45%
2012,1,1,Miami,22.22%
2012,1,1,Cincinnati,40.00%
2012,1,1,Jacksonville,13.33%
2012,1,1,Washington,37.50%
2012,1,1,NY Giants,55.56%
2012,1,1,Seattle,30.00%
2012,1,1,Kansas City,27.27%
2012,1,1,Philadelphia,54.55%
2012,1,1,Tampa Bay,41.18%
2012,1,1,Dallas,25.00%
2012,1,1,Cleveland,42.86%
2012,1,1,LA Rams,33.33%
2012,1,1,Las Vegas,42.86%
2012,1,1,Tennessee,20.00%
2012,1,1,Atlanta,30.77%
2012,1,1,Pittsburgh,40.00%
2012,1,1,New England,30.77%
2012,1,1,Carolina,11.11%
2012,1,1,Buffalo,45.45%
2012,1,1,Green Bay,50.00%
2012,1,1,Minnesota,50.00%
2012,1,1,LA Chargers,31.25%
2012,1,1,Indianapolis,50.00%
2011,12,25,Baltimore,38.46%
2011,12,25,NY Jets,26.67%
2011,12,25,Detroit,40.00%
2011,12,25,Arizona,35.71%
2011,12,25,New Orleans,28.57%
2011,12,25,Miami,47.06%
2011,12,25,Denver,16.67%
2011,12,25,Seattle,21.43%
2011,12,25,Kansas City,27.27%
2011,12,25,Chicago,37.50%
2011,12,25,Cincinnati,28.57%
2011,12,25,San Francisco,38.46%
2011,12,25,Philadelphia,35.29%
2011,12,25,Houston,41.18%
2011,12,25,Jacksonville,25.00%
2011,12,25,Washington,36.36%
2011,12,25,NY Giants,19.05%
2011,12,25,Tampa Bay,0.00%
2011,12,25,LA Rams,14.29%
2011,12,25,Buffalo,15.38%
2011,12,25,Dallas,38.46%
2011,12,25,Pittsburgh,37.50%
2011,12,25,Cleveland,41.18%
2011,12,25,Las Vegas,25.00%
2011,12,25,Tennessee,27.78%
2011,12,25,Atlanta,30.00%
2011,12,25,Carolina,45.45%
2011,12,25,Green Bay,33.33%
2011,12,25,New England,38.46%
2011,12,25,Minnesota,30.00%
2011,12,25,Indianapolis,10.00%
2011,12,25,LA Chargers,69.23%
2011,12,18,Baltimore,14.29%
2011,12,18,NY Jets,16.67%
2011,12,18,Arizona,17.65%
2011,12,18,Detroit,57.14%
2011,12,18,Houston,38.46%
2011,12,18,New Orleans,10.00%
2011,12,18,San Francisco,21.43%
2011,12,18,Denver,13.33%
2011,12,18,Miami,26.67%
2011,12,18,Kansas City,33.33%
2011,12,18,Chicago,29.41%
2011,12,18,Seattle,21.43%
2011,12,18,Philadelphia,20.00%
2011,12,18,Jacksonville,40.00%
2011,12,18,Washington,45.45%
2011,12,18,Cincinnati,56.25%
2011,12,18,Dallas,41.67%
2011,12,18,NY Giants,50.00%
2011,12,18,Cleveland,25.00%
2011,12,18,Tampa Bay,53.85%
2011,12,18,LA Rams,50.00%
2011,12,18,Pittsburgh,43.75%
2011,12,18,Las Vegas,27.27%
2011,12,18,Atlanta,30.00%
2011,12,18,Buffalo,57.14%
2011,12,18,Carolina,47.06%
2011,12,18,Tennessee,57.89%
2011,12,18,Green Bay,38.46%
2011,12,18,Minnesota,50.00%
2011,12,18,New England,50.00%
2011,12,18,LA Chargers,36.36%
2011,12,18,Indianapolis,53.85%
2011,12,11,Detroit,50.00%
2011,12,11,Baltimore,21.43%
2011,12,11,NY Jets,31.25%
2011,12,11,Houston,46.15%
2011,12,11,Arizona,33.33%
2011,12,11,San Francisco,23.08%
2011,12,11,New Orleans,18.18%
2011,12,11,Kansas City,0.00%
2011,12,11,Miami,18.18%
2011,12,11,Cincinnati,20.00%
2011,12,11,Chicago,35.00%
2011,12,11,Denver,40.00%
2011,12,11,Washington,30.77%
2011,12,11,Seattle,25.00%
2011,12,11,Jacksonville,40.00%
2011,12,11,Philadelphia,41.67%
2011,12,11,Dallas,30.77%
2011,12,11,NY Giants,58.33%
2011,12,11,Tampa Bay,54.55%
2011,12,11,LA Rams,28.57%
2011,12,11,Cleveland,25.00%
2011,12,11,Pittsburgh,43.75%
2011,12,11,Buffalo,18.18%
2011,12,11,Tennessee,43.75%
2011,12,11,Carolina,38.46%
2011,12,11,Las Vegas,57.14%
2011,12,11,Atlanta,50.00%
2011,12,11,Minnesota,27.27%
2011,12,11,Green Bay,45.45%
2011,12,11,New England,66.67%
2011,12,11,LA Chargers,56.25%
2011,12,11,Indianapolis,54.55%
2011,12,4,Detroit,22.22%
2011,12,4,Houston,26.32%
2011,12,4,Baltimore,16.67%
2011,12,4,NY Jets,40.00%
2011,12,4,Arizona,23.08%
2011,12,4,San Francisco,46.67%
2011,12,4,Chicago,20.00%
2011,12,4,Denver,35.29%
2011,12,4,New Orleans,45.45%
2011,12,4,Miami,22.22%
2011,12,4,Cincinnati,40.00%
2011,12,4,Jacksonville,13.33%
2011,12,4,Seattle,25.00%
2011,12,4,Washington,37.50%
2011,12,4,NY Giants,55.56%
2011,12,4,Kansas City,27.27%
2011,12,4,Tampa Bay,41.18%
2011,12,4,Philadelphia,41.67%
2011,12,4,Dallas,25.00%
2011,12,4,Cleveland,42.86%
2011,12,4,LA Rams,33.33%
2011,12,4,Las Vegas,42.86%
2011,12,4,Tennessee,20.00%
2011,12,4,Atlanta,30.77%
2011,12,4,Pittsburgh,40.00%
2011,12,4,New England,30.77%
2011,12,4,Carolina,11.11%
2011,12,4,Buffalo,45.45%
2011,12,4,Green Bay,50.00%
2011,12,4,Minnesota,50.00%
2011,12,4,LA Chargers,31.25%
2011,12,4,Indianapolis,50.00%
2011,11,27,Detroit,22.22%
2011,11,27,NY Jets,23.08%
2011,11,27,Baltimore,16.67%
2011,11,27,Houston,23.08%
2011,11,27,Arizona,38.10%
2011,11,27,New Orleans,31.25%
2011,11,27,San Francisco,46.67%
2011,11,27,Denver,21.43%
2011,11,27,Cincinnati,35.71%
2011,11,27,Miami,22.22%
2011,11,27,NY Giants,52.94%
2011,11,27,Philadelphia,35.71%
2011,11,27,Washington,47.06%
2011,11,27,Chicago,45.45%
2011,11,27,Tampa Bay,58.33%
2011,11,27,Seattle,33.33%
2011,11,27,Kansas City,30.77%
2011,11,27,Jacksonville,40.00%
2011,11,27,Cleveland,46.67%
2011,11,27,Dallas,25.00%
2011,11,27,Las Vegas,40.00%
2011,11,27,LA Rams,41.18%
2011,11,27,Pittsburgh,36.36%
2011,11,27,Atlanta,57.14%
2011,11,27,Tennessee,33.33%
2011,11,27,Buffalo,41.67%
2011,11,27,New England,42.86%
2011,11,27,Green Bay,50.00%
2011,11,27,Minnesota,35.71%
2011,11,27,Carolina,54.55%
2011,11,27,LA Chargers,57.14%
2011,11,27,Indianapolis,40.00%
2011,11,20,Detroit,23.08%
2011,11,20,NY Jets,23.08%
2011,11,20,Houston,23.08%
2011,11,20,Baltimore,31.25%
2011,11,20,Arizona,20.00%
2011,11,20,NY Giants,27.27%
2011,11,20,Tampa Bay,30.00%
2011,11,20,New Orleans,31.25%
2011,11,20,Washington,57.14%
2011,11,20,Denver,21.43%
2011,11,20,San Francisco,50.00%
2011,11,20,Cincinnati,41.67%
2011,11,20,Philadelphia,37.50%
2011,11,20,Chicago,23.53%
2011,11,20,Seattle,41.67%
2011,11,20,Cleveland,33.33%
2011,11,20,Jacksonville,26.67%
2011,11,20,Kansas City,35.71%
2011,11,20,Miami,35.71%
2011,11,20,Las Vegas,31.25%
2011,11,20,Atlanta,30.77%
2011,11,20,Dallas,28.57%
2011,11,20,LA Rams,35.71%
2011,11,20,Pittsburgh,36.36%
2011,11,20,Green Bay,35.71%
2011,11,20,Buffalo,66.67%
2011,11,20,New England,38.46%
2011,11,20,Tennessee,20.00%
2011,11,20,Carolina,23.08%
2011,11,20,Minnesota,53.85%
2011,11,20,LA Chargers,40.00%
2011,11,20,Indianapolis,40.00%
2011,11,13,Detroit,14.29%
2011,11,13,NY Jets,27.27%
2011,11,13,Baltimore,58.33%
2011,11,13,Houston,33.33%
2011,11,13,Washington,25.00%
2011,11,13,San Francisco,41.67%
2011,11,13,NY Giants,33.33%
2011,11,13,Cincinnati,35.71%
2011,11,13,Tampa Bay,50.00%
2011,11,13,Arizona,21.43%
2011,11,13,New Orleans,16.67%
2011,11,13,Philadelphia,50.00%
2011,11,13,Seattle,42.86%
2011,11,13,Chicago,57.14%
2011,11,13,Cleveland,64.29%
2011,11,13,Denver,33.33%
2011,11,13,Buffalo,54.55%
2011,11,13,Kansas City,30.00%
2011,11,13,Las Vegas,31.25%
2011,11,13,Jacksonville,58.82%
2011,11,13,Miami,40.00%
2011,11,13,LA Rams,20.00%
2011,11,13,Dallas,20.00%
2011,11,13,Atlanta,28.57%
2011,11,13,Pittsburgh,66.67%
2011,11,13,Minnesota,50.00%
2011,11,13,Green Bay,45.45%
2011,11,13,New England,28.57%
2011,11,13,LA Chargers,40.00%
2011,11,13,Carolina,50.00%
2011,11,13,Tennessee,50.00%
2011,11,13,Indianapolis,42.86%
2011,11,6,Baltimore,18.18%
2011,11,6,Detroit,14.29%
2011,11,6,NY Jets,50.00%
2011,11,6,Houston,35.71%
2011,11,6,San Francisco,42.86%
2011,11,6,Washington,50.00%
2011,11,6,Philadelphia,30.00%
2011,11,6,Tampa Bay,30.77%
2011,11,6,NY Giants,38.46%
2011,11,6,Cleveland,40.00%
2011,11,6,Cincinnati,33.33%
2011,11,6,Chicago,28.57%
2011,11,6,Seattle,42.86%
2011,11,6,Pittsburgh,30.00%
2011,11,6,Buffalo,28.57%
2011,11,6,New Orleans,31.25%
2011,11,6,Arizona,36.36%
2011,11,6,Denver,33.33%
2011,11,6,Jacksonville,58.82%
2011,11,6,Kansas City,35.71%
2011,11,6,Miami,50.00%
2011,11,6,Green Bay,56.25%
2011,11,6,Minnesota,50.00%
2011,11,6,LA Rams,47.06%
2011,11,6,Las Vegas,46.67%
2011,11,6,Atlanta,8.33%
2011,11,6,Dallas,58.33%
2011,11,6,LA Chargers,50.00%
2011,11,6,Tennessee,35.29%
2011,11,6,New England,62.50%
2011,11,6,Carolina,50.00%
2011,11,6,Indianapolis,41.18%
2011,10,30,Washington,23.08%
2011,10,30,NY Jets,0.00%
2011,10,30,Seattle,21.43%
2011,10,30,San Francisco,10.00%
2011,10,30,Detroit,28.57%
2011,10,30,Cincinnati,33.33%
2011,10,30,Jacksonville,37.50%
2011,10,30,Cleveland,30.77%
2011,10,30,Arizona,37.50%
2011,10,30,Carolina,21.43%
2011,10,30,Tampa Bay,38.46%
2011,10,30,Denver,53.33%
2011,10,30,Baltimore,28.57%
2011,10,30,Philadelphia,41.67%
2011,10,30,NY Giants,46.67%
2011,10,30,Pittsburgh,43.75%
2011,10,30,Houston,61.54%
2011,10,30,Atlanta,35.71%
2011,10,30,Chicago,38.46%
2011,10,30,Dallas,25.00%
2011,10,30,Miami,27.27%
2011,10,30,Buffalo,33.33%
2011,10,30,New Orleans,42.86%
2011,10,30,Las Vegas,42.86%
2011,10,30,New England,36.36%
2011,10,30,LA Rams,40.00%
2011,10,30,Green Bay,25.00%
2011,10,30,Tennessee,53.33%
2011,10,30,Kansas City,57.14%
2011,10,30,LA Chargers,41.67%
2011,10,30,Minnesota,41.18%
2011,10,30,Indianapolis,53.33%
2011,10,23,Washington,33.33%
2011,10,23,Houston,33.33%
2011,10,23,Denver,9.09%
2011,10,23,NY Jets,25.00%
2011,10,23,Jacksonville,25.00%
2011,10,23,NY Giants,29.41%
2011,10,23,Tampa Bay,45.45%
2011,10,23,Detroit,18.18%
2011,10,23,Philadelphia,46.15%
2011,10,23,Arizona,35.29%
2011,10,23,Pittsburgh,16.67%
2011,10,23,Seattle,53.33%
2011,10,23,Cincinnati,41.67%
2011,10,23,Cleveland,28.57%
2011,10,23,San Francisco,42.86%
2011,10,23,Baltimore,41.18%
2011,10,23,Chicago,47.06%
2011,10,23,Atlanta,45.45%
2011,10,23,Kansas City,33.33%
2011,10,23,Carolina,41.67%
2011,10,23,New Orleans,16.67%
2011,10,23,Las Vegas,36.36%
2011,10,23,Tennessee,30.00%
2011,10,23,Buffalo,66.67%
2011,10,23,New England,83.33%
2011,10,23,Miami,33.33%
2011,10,23,Dallas,50.00%
2011,10,23,LA Rams,33.33%
2011,10,23,Indianapolis,50.00%
2011,10,23,LA Chargers,63.64%
2011,10,23,Minnesota,58.33%
2011,10,23,Green Bay,46.15%
2011,10,16,Seattle,8.33%
2011,10,16,Washington,10.00%
2011,10,16,Houston,11.11%
2011,10,16,New England,14.29%
2011,10,16,Philadelphia,16.67%
2011,10,16,Tampa Bay,18.18%
2011,10,16,Buffalo,23.08%
2011,10,16,Cincinnati,26.67%
2011,10,16,Arizona,27.27%
2011,10,16,Chicago,30.77%
2011,10,16,NY Giants,33.33%
2011,10,16,NY Jets,33.33%
2011,10,16,San Francisco,33.33%
2011,10,16,Baltimore,33.33%
2011,10,16,Denver,35.71%
2011,10,16,LA Chargers,36.36%
2011,10,16,Jacksonville,36.36%
2011,10,16,Atlanta,37.50%
2011,10,16,Cleveland,41.18%
2011,10,16,Carolina,41.67%
2011,10,16,Dallas,42.86%
2011,10,16,Detroit,42.86%
2011,10,16,Pittsburgh,43.75%
2011,10,16,Indianapolis,45.45%
2011,10,16,Las Vegas,46.15%
2011,10,16,Minnesota,46.15%
2011,10,16,Kansas City,50.00%
2011,10,16,Tennessee,50.00%
2011,10,16,Miami,61.54%
2011,10,16,Green Bay,64.29%
2011,10,16,LA Rams,66.67%
2011,10,16,New Orleans,66.67%
2011,10,9,Green Bay,64.29%
2011,10,9,New Orleans,66.67%
2011,10,2,NY Giants,25.00%
2011,10,2,Chicago,18.18%
2011,10,2,LA Rams,26.67%
2011,10,2,LA Chargers,35.71%
2011,10,2,Pittsburgh,46.15%
2011,10,2,Las Vegas,38.89%
2011,10,2,New Orleans,42.86%
2011,10,2,Washington,31.25%
2011,10,2,Green Bay,53.85%
2011,10,2,Miami,64.71%
2011,10,2,Arizona,18.18%
2011,10,2,Baltimore,50.00%
2011,10,2,Cincinnati,18.18%
2011,10,2,Carolina,36.36%
2011,10,2,NY Jets,54.55%
2011,10,2,Denver,38.89%
2011,10,2,San Francisco,45.00%
2011,10,2,Kansas City,52.94%
2011,10,2,Detroit,42.86%
2011,10,2,Houston,10.00%
2011,10,2,Philadelphia,61.54%
2011,10,2,Dallas,25.00%
2011,10,2,Indianapolis,53.33%
2011,10,2,Atlanta,66.67%
2011,10,2,Minnesota,60.00%
2011,10,2,Seattle,55.56%
2011,10,2,Jacksonville,45.45%
2011,10,2,Cleveland,61.54%
2011,10,2,Tennessee,36.36%
2011,10,2,Buffalo,50.00%
2011,10,2,Tampa Bay,50.00%
2011,10,2,New England,46.15%
2011,9,25,Washington,33.33%
2011,9,25,Houston,33.33%
2011,9,25,Denver,9.09%
2011,9,25,NY Jets,25.00%
2011,9,25,Jacksonville,25.00%
2011,9,25,NY Giants,29.41%
2011,9,25,Tampa Bay,45.45%
2011,9,25,Detroit,18.18%
2011,9,25,Philadelphia,46.15%
2011,9,25,Arizona,35.29%
2011,9,25,Pittsburgh,16.67%
2011,9,25,Seattle,53.33%
2011,9,25,Cincinnati,41.67%
2011,9,25,Cleveland,28.57%
2011,9,25,San Francisco,42.86%
2011,9,25,Baltimore,41.18%
2011,9,25,Chicago,47.06%
2011,9,25,Atlanta,45.45%
2011,9,25,Kansas City,33.33%
2011,9,25,Carolina,41.67%
2011,9,25,New Orleans,16.67%
2011,9,25,Las Vegas,36.36%
2011,9,25,Tennessee,30.00%
2011,9,25,Buffalo,66.67%
2011,9,25,New England,83.33%
2011,9,25,Miami,33.33%
2011,9,25,Dallas,50.00%
2011,9,25,LA Rams,33.33%
2011,9,25,Indianapolis,50.00%
2011,9,25,LA Chargers,63.64%
2011,9,25,Minnesota,58.33%
2011,9,25,Green Bay,46.15%
2011,9,18,Seattle,8.33%
2011,9,18,Washington,10.00%
2011,9,18,Houston,11.11%
2011,9,18,New England,14.29%
2011,9,18,Philadelphia,16.67%
2011,9,18,Tampa Bay,18.18%
2011,9,18,Buffalo,23.08%
2011,9,18,Cincinnati,26.67%
2011,9,18,Arizona,27.27%
2011,9,18,Chicago,30.77%
2011,9,18,NY Giants,33.33%
2011,9,18,NY Jets,33.33%
2011,9,18,San Francisco,33.33%
2011,9,18,Baltimore,33.33%
2011,9,18,Denver,35.71%
2011,9,18,LA Chargers,36.36%
2011,9,18,Jacksonville,36.36%
2011,9,18,Atlanta,37.50%
2011,9,18,Cleveland,41.18%
2011,9,18,Carolina,41.67%
2011,9,18,Dallas,42.86%
2011,9,18,Detroit,42.86%
2011,9,18,Pittsburgh,43.75%
2011,9,18,Indianapolis,45.45%
2011,9,18,Las Vegas,46.15%
2011,9,18,Minnesota,46.15%
2011,9,18,Kansas City,50.00%
2011,9,18,Tennessee,50.00%
2011,9,18,Miami,61.54%
2011,9,18,Green Bay,64.29%
2011,9,18,LA Rams,66.67%
2011,9,18,New Orleans,66.67%
2011,9,11,Green Bay,64.29%
2011,9,11,New Orleans,66.67%
2011,9,4,NY Giants,25.00%
2011,9,4,Chicago,18.18%
2011,9,4,LA Rams,26.67%
2011,9,4,LA Chargers,35.71%
2011,9,4,Pittsburgh,46.15%
2011,9,4,Las Vegas,38.89%
2011,9,4,New Orleans,42.86%
2011,9,4,Washington,31.25%
2011,9,4,Green Bay,53.85%
2011,9,4,Miami,64.71%
2011,9,4,Arizona,18.18%
2011,9,4,Baltimore,50.00%
2011,9,4,Cincinnati,18.18%
2011,9,4,Carolina,36.36%
2011,9,4,NY Jets,54.55%
2011,9,4,Denver,38.89%
2011,9,4,San Francisco,45.00%
2011,9,4,Kansas City,52.94%
2011,9,4,Detroit,42.86%
2011,9,4,Houston,10.00%
2011,9,4,Philadelphia,61.54%
2011,9,4,Dallas,25.00%
2011,9,4,Indianapolis,53.33%
2011,9,4,Atlanta,66.67%
2011,9,4,Minnesota,60.00%
2011,9,4,Seattle,55.56%
2011,9,4,Jacksonville,45.45%
2011,9,4,Cleveland,61.54%
2011,9,4,Tennessee,36.36%
2011,9,4,Buffalo,50.00%
2011,9,4,Tampa Bay,50.00%
2011,9,4,New England,46.15%
2011,2,27,NY Giants,25.00%
2011,2,27,Chicago,18.18%
2011,2,27,LA Rams,26.67%
2011,2,27,LA Chargers,35.71%
2011,2,27,Pittsburgh,46.15%
2011,2,27,Las Vegas,38.89%
2011,2,27,New Orleans,42.86%
2011,2,27,Washington,31.25%
2011,2,27,Green Bay,53.85%
2011,2,27,Miami,64.71%
2011,2,27,Arizona,18.18%
2011,2,27,Baltimore,50.00%
2011,2,27,Cincinnati,18.18%
2011,2,27,Carolina,36.36%
2011,2,27,NY Jets,54.55%
2011,2,27,Denver,38.89%
2011,2,27,San Francisco,45.00%
2011,2,27,Kansas City,52.94%
2011,2,27,Detroit,42.86%
2011,2,27,Houston,10.00%
2011,2,27,Philadelphia,61.54%
2011,2,27,Dallas,25.00%
2011,2,27,Indianapolis,53.33%
2011,2,27,Atlanta,66.67%
2011,2,27,Minnesota,60.00%
2011,2,27,Seattle,55.56%
2011,2,27,Jacksonville,45.45%
2011,2,27,Cleveland,61.54%
2011,2,27,Tennessee,36.36%
2011,2,27,Buffalo,50.00%
2011,2,27,Tampa Bay,50.00%
2011,2,27,New England,46.15%
2011,2,20,NY Giants,25.00%
2011,2,20,Chicago,18.18%
2011,2,20,LA Rams,26.67%
2011,2,20,LA Chargers,35.71%
2011,2,20,Pittsburgh,46.15%
2011,2,20,Las Vegas,38.89%
2011,2,20,New Orleans,42.86%
2011,2,20,Washington,31.25%
2011,2,20,Green Bay,53.85%
2011,2,20,Miami,64.71%
2011,2,20,Arizona,18.18%
2011,2,20,Baltimore,50.00%
2011,2,20,Cincinnati,18.18%
2011,2,20,Carolina,36.36%
2011,2,20,NY Jets,54.55%
2011,2,20,Denver,38.89%
2011,2,20,San Francisco,45.00%
2011,2,20,Kansas City,52.94%
2011,2,20,Detroit,42.86%
2011,2,20,Houston,10.00%
2011,2,20,Philadelphia,61.54%
2011,2,20,Dallas,25.00%
2011,2,20,Indianapolis,53.33%
2011,2,20,Atlanta,66.67%
2011,2,20,Minnesota,60.00%
2011,2,20,Seattle,55.56%
2011,2,20,Jacksonville,45.45%
2011,2,20,Cleveland,61.54%
2011,2,20,Tennessee,36.36%
2011,2,20,Buffalo,50.00%
2011,2,20,Tampa Bay,50.00%
2011,2,20,New England,46.15%
2011,2,13,NY Giants,25.00%
2011,2,13,Chicago,18.18%
2011,2,13,LA Rams,26.67%
2011,2,13,LA Chargers,35.71%
2011,2,13,Pittsburgh,46.15%
2011,2,13,Las Vegas,38.89%
2011,2,13,New Orleans,42.86%
2011,2,13,Washington,31.25%
2011,2,13,Green Bay,53.85%
2011,2,13,Miami,64.71%
2011,2,13,Arizona,18.18%
2011,2,13,Baltimore,50.00%
2011,2,13,Cincinnati,18.18%
2011,2,13,Carolina,36.36%
2011,2,13,NY Jets,54.55%
2011,2,13,Denver,38.89%
2011,2,13,San Francisco,45.00%
2011,2,13,Kansas City,52.94%
2011,2,13,Detroit,42.86%
2011,2,13,Houston,10.00%
2011,2,13,Philadelphia,61.54%
2011,2,13,Dallas,25.00%
2011,2,13,Indianapolis,53.33%
2011,2,13,Atlanta,66.67%
2011,2,13,Minnesota,60.00%
2011,2,13,Seattle,55.56%
2011,2,13,Jacksonville,45.45%
2011,2,13,Cleveland,61.54%
2011,2,13,Tennessee,36.36%
2011,2,13,Buffalo,50.00%
2011,2,13,Tampa Bay,50.00%
2011,2,13,New England,46.15%
2011,2,6,NY Giants,25.00%
2011,2,6,Chicago,18.18%
2011,2,6,LA Rams,26.67%
2011,2,6,LA Chargers,35.71%
2011,2,6,Pittsburgh,35.71%
2011,2,6,Green Bay,7.69%
2011,2,6,Las Vegas,38.89%
2011,2,6,New Orleans,42.86%
2011,2,6,Washington,31.25%
2011,2,6,Miami,64.71%
2011,2,6,Arizona,18.18%
2011,2,6,Baltimore,50.00%
2011,2,6,Cincinnati,18.18%
2011,2,6,Carolina,36.36%
2011,2,6,NY Jets,54.55%
2011,2,6,Denver,38.89%
2011,2,6,San Francisco,45.00%
2011,2,6,Kansas City,52.94%
2011,2,6,Detroit,42.86%
2011,2,6,Houston,10.00%
2011,2,6,Philadelphia,61.54%
2011,2,6,Dallas,25.00%
2011,2,6,Indianapolis,53.33%
2011,2,6,Atlanta,66.67%
2011,2,6,Minnesota,60.00%
2011,2,6,Seattle,55.56%
2011,2,6,Jacksonville,45.45%
2011,2,6,Cleveland,61.54%
2011,2,6,Tennessee,36.36%
2011,2,6,Buffalo,50.00%
2011,2,6,Tampa Bay,50.00%
2011,2,6,New England,46.15%
2010,9,5,NY Jets,36.36%
2010,9,5,Minnesota,25.00%
2010,9,5,Dallas,30.77%
2010,9,5,Philadelphia,56.25%
2010,9,5,Miami,50.00%
2010,9,5,Carolina,15.38%
2010,9,5,Las Vegas,42.86%
2010,9,5,Baltimore,40.00%
2010,9,5,Green Bay,60.00%
2010,9,5,San Francisco,11.11%
2010,9,5,Arizona,53.85%
2010,9,5,Denver,30.00%
2010,9,5,Cincinnati,25.00%
2010,9,5,Kansas City,46.67%
2010,9,5,New Orleans,46.15%
2010,9,5,NY Giants,33.33%
2010,9,5,Cleveland,52.94%
2010,9,5,Seattle,42.86%
2010,9,5,New England,62.50%
2010,9,5,Houston,40.00%
2010,9,5,Washington,46.15%
2010,9,5,LA Chargers,37.50%
2010,9,5,Tampa Bay,46.67%
2010,9,5,Buffalo,27.27%
2010,9,5,Detroit,46.67%
2010,9,5,Tennessee,30.77%
2010,9,5,Chicago,35.71%
2010,9,5,Pittsburgh,58.33%
2010,9,5,LA Rams,26.67%
2010,9,5,Indianapolis,33.33%
2010,9,5,Jacksonville,35.71%
2010,9,5,Atlanta,46.67%
2010,2,28,NY Jets,36.36%
2010,2,28,Minnesota,25.00%
2010,2,28,Dallas,30.77%
2010,2,28,Philadelphia,56.25%
2010,2,28,Miami,50.00%
2010,2,28,Carolina,15.38%
2010,2,28,Las Vegas,42.86%
2010,2,28,Baltimore,40.00%
2010,2,28,Green Bay,60.00%
2010,2,28,San Francisco,11.11%
2010,2,28,Arizona,53.85%
2010,2,28,Denver,30.00%
2010,2,28,Cincinnati,25.00%
2010,2,28,Kansas City,46.67%
2010,2,28,New Orleans,46.15%
2010,2,28,NY Giants,33.33%
2010,2,28,Cleveland,52.94%
2010,2,28,Seattle,42.86%
2010,2,28,New England,62.50%
2010,2,28,Houston,40.00%
2010,2,28,Washington,46.15%
2010,2,28,LA Chargers,37.50%
2010,2,28,Tampa Bay,46.67%
2010,2,28,Buffalo,27.27%
2010,2,28,Detroit,46.67%
2010,2,28,Tennessee,30.77%
2010,2,28,Chicago,35.71%
2010,2,28,Pittsburgh,58.33%
2010,2,28,LA Rams,26.67%
2010,2,28,Indianapolis,33.33%
2010,2,28,Jacksonville,35.71%
2010,2,28,Atlanta,46.67%
2010,2,21,NY Jets,36.36%
2010,2,21,Minnesota,25.00%
2010,2,21,Dallas,30.77%
2010,2,21,Philadelphia,56.25%
2010,2,21,Miami,50.00%
2010,2,21,Carolina,15.38%
2010,2,21,Las Vegas,42.86%
2010,2,21,Baltimore,40.00%
2010,2,21,Green Bay,60.00%
2010,2,21,San Francisco,11.11%
2010,2,21,Arizona,53.85%
2010,2,21,Denver,30.00%
2010,2,21,Cincinnati,25.00%
2010,2,21,Kansas City,46.67%
2010,2,21,New Orleans,46.15%
2010,2,21,NY Giants,33.33%
2010,2,21,Cleveland,52.94%
2010,2,21,Seattle,42.86%
2010,2,21,New England,62.50%
2010,2,21,Houston,40.00%
2010,2,21,Washington,46.15%
2010,2,21,LA Chargers,37.50%
2010,2,21,Tampa Bay,46.67%
2010,2,21,Buffalo,27.27%
2010,2,21,Detroit,46.67%
2010,2,21,Tennessee,30.77%
2010,2,21,Chicago,35.71%
2010,2,21,Pittsburgh,58.33%
2010,2,21,LA Rams,26.67%
2010,2,21,Indianapolis,33.33%
2010,2,21,Jacksonville,35.71%
2010,2,21,Atlanta,46.67%
2010,2,14,NY Jets,36.36%
2010,2,14,Minnesota,25.00%
2010,2,14,Dallas,30.77%
2010,2,14,Philadelphia,56.25%
2010,2,14,Miami,50.00%
