year,month,day,team,completion_percentage
2011,12,11,San Francisco,68.00%
2011,12,11,Buffalo,63.04%
2011,12,11,Detroit,70.45%
2011,12,11,NY Giants,57.50%
2011,12,11,LA Chargers,78.57%
2011,12,11,Tampa Bay,59.26%
2011,12,11,Carolina,59.09%
2011,12,11,Miami,52.00%
2011,12,11,Atlanta,43.48%
2011,12,11,Houston,48.00%
2011,12,11,Kansas City,54.84%
2011,12,11,Tennessee,64.00%
2011,12,11,Philadelphia,58.62%
2011,12,11,Washington,41.30%
2011,12,11,Seattle,81.25%
2011,12,11,Cincinnati,46.67%
2011,12,11,Las Vegas,48.78%
2011,12,11,Minnesota,62.50%
2011,12,11,Cleveland,52.78%
2011,12,11,NY Jets,59.38%
2011,12,11,Indianapolis,81.08%
2011,12,11,Chicago,45.83%
2011,12,11,Baltimore,43.48%
2011,12,11,Arizona,64.00%
2011,12,11,LA Rams,54.55%
2011,12,11,Denver,66.67%
2011,12,11,Jacksonville,57.58%
2011,12,4,Green Bay,68.75%
2011,12,4,New Orleans,64.10%
2011,12,4,New England,70.59%
2011,12,4,Dallas,64.71%
2011,12,4,Pittsburgh,67.74%
2011,12,4,Buffalo,66.67%
2011,12,4,NY Giants,70.21%
2011,12,4,San Francisco,62.50%
2011,12,4,Detroit,71.11%
2011,12,4,Atlanta,79.41%
2011,12,4,Houston,64.29%
2011,12,4,Tampa Bay,54.55%
2011,12,4,LA Chargers,52.78%
2011,12,4,Miami,59.38%
2011,12,4,Carolina,74.07%
2011,12,4,Kansas City,64.29%
2011,12,4,Washington,74.29%
2011,12,4,Tennessee,55.88%
2011,12,4,Philadelphia,58.62%
2011,12,4,Cincinnati,67.74%
2011,12,4,Las Vegas,56.76%
2011,12,4,Seattle,81.25%
2011,12,4,Cleveland,47.06%
2011,12,4,Minnesota,68.00%
2011,12,4,Chicago,50.00%
2011,12,4,NY Jets,48.57%
2011,12,4,Baltimore,65.22%
2011,12,4,LA Rams,53.13%
2011,12,4,Arizona,52.17%
2011,12,4,Indianapolis,51.72%
2011,12,4,Denver,50.00%
2011,12,4,Jacksonville,50.00%
2011,11,27,Green Bay,68.75%
2011,11,27,New Orleans,69.77%
2011,11,27,New England,55.56%
2011,11,27,Dallas,64.71%
2011,11,27,Pittsburgh,63.64%
2011,11,27,Buffalo,47.73%
2011,11,27,San Francisco,62.50%
2011,11,27,Detroit,71.11%
2011,11,27,NY Giants,51.43%
2011,11,27,LA Chargers,67.74%
2011,11,27,Tampa Bay,73.68%
2011,11,27,Miami,59.38%
2011,11,27,Houston,73.33%
2011,11,27,Philadelphia,63.89%
2011,11,27,Atlanta,68.75%
2011,11,27,Kansas City,64.86%
2011,11,27,Tennessee,50.00%
2011,11,27,Carolina,57.89%
2011,11,27,Cleveland,70.83%
2011,11,27,Washington,65.79%
2011,11,27,Las Vegas,73.91%
2011,11,27,Cincinnati,52.17%
2011,11,27,Seattle,60.00%
2011,11,27,Chicago,56.25%
2011,11,27,NY Jets,60.00%
2011,11,27,Minnesota,57.58%
2011,11,27,Baltimore,65.22%
2011,11,27,LA Rams,50.00%
2011,11,27,Arizona,40.00%
2011,11,27,Indianapolis,68.97%
2011,11,27,Denver,42.86%
2011,11,27,Jacksonville,53.66%
2011,11,20,Green Bay,78.13%
2011,11,20,New Orleans,69.77%
2011,11,20,New England,66.67%
2011,11,20,Buffalo,64.52%
2011,11,20,Dallas,88.46%
2011,11,20,San Francisco,63.33%
2011,11,20,Pittsburgh,63.64%
2011,11,20,NY Giants,65.00%
2011,11,20,Tennessee,55.56%
2011,11,20,LA Chargers,48.94%
2011,11,20,Houston,73.33%
2011,11,20,Miami,68.97%
2011,11,20,Philadelphia,47.06%
2011,11,20,Tampa Bay,42.86%
2011,11,20,Carolina,57.50%
2011,11,20,Atlanta,55.77%
2011,11,20,Kansas City,52.94%
2011,11,20,Detroit,52.38%
2011,11,20,Cincinnati,50.00%
2011,11,20,Cleveland,74.07%
2011,11,20,Washington,65.63%
2011,11,20,Seattle,62.96%
2011,11,20,Las Vegas,66.67%
2011,11,20,Chicago,45.00%
2011,11,20,NY Jets,60.00%
2011,11,20,Minnesota,47.06%
2011,11,20,Arizona,52.50%
2011,11,20,LA Rams,60.00%
2011,11,20,Baltimore,56.60%
2011,11,20,Indianapolis,68.97%
2011,11,20,Denver,42.86%
2011,11,20,Jacksonville,66.67%
2011,11,13,Green Bay,80.77%
2011,11,13,New Orleans,75.00%
2011,11,13,New England,57.14%
2011,11,13,Buffalo,48.39%
2011,11,13,San Francisco,70.83%
2011,11,13,Pittsburgh,54.05%
2011,11,13,NY Giants,51.28%
2011,11,13,Dallas,61.29%
2011,11,13,Tennessee,58.54%
2011,11,13,Tampa Bay,72.97%
2011,11,13,Philadelphia,53.85%
2011,11,13,LA Chargers,48.94%
2011,11,13,Detroit,68.75%
2011,11,13,Kansas City,51.28%
2011,11,13,Atlanta,58.33%
2011,11,13,Carolina,62.86%
2011,11,13,Cincinnati,56.41%
2011,11,13,Houston,60.87%
2011,11,13,Miami,73.91%
2011,11,13,Chicago,56.25%
2011,11,13,Seattle,56.67%
2011,11,13,Las Vegas,66.67%
2011,11,13,Washington,63.83%
2011,11,13,NY Jets,71.43%
2011,11,13,Cleveland,63.64%
2011,11,13,Minnesota,64.29%
2011,11,13,Arizona,57.14%
2011,11,13,LA Rams,63.89%
2011,11,13,Baltimore,59.57%
2011,11,13,Denver,45.45%
2011,11,13,Indianapolis,51.52%
2011,11,13,Jacksonville,31.25%
2011,11,6,Green Bay,80.00%
2011,11,6,New Orleans,68.18%
2011,11,6,New England,68.57%
2011,11,6,Buffalo,77.78%
2011,11,6,NY Giants,68.89%
2011,11,6,Pittsburgh,72.00%
2011,11,6,LA Chargers,63.41%
2011,11,6,San Francisco,62.50%
2011,11,6,Philadelphia,75.00%
2011,11,6,Tennessee,69.70%
2011,11,6,Dallas,51.43%
2011,11,6,Kansas City,59.38%
2011,11,6,Cincinnati,62.07%
2011,11,6,Detroit,68.75%
2011,11,6,Tampa Bay,55.77%
2011,11,6,Atlanta,57.14%
2011,11,6,Carolina,62.86%
2011,11,6,Houston,53.33%
2011,11,6,Chicago,53.13%
2011,11,6,Miami,59.09%
2011,11,6,Seattle,53.19%
2011,11,6,Las Vegas,42.86%
2011,11,6,Minnesota,64.29%
2011,11,6,Cleveland,64.71%
2011,11,6,Washington,60.61%
2011,11,6,Arizona,47.62%
2011,11,6,NY Jets,54.55%
2011,11,6,Denver,46.15%
2011,11,6,Baltimore,60.78%
2011,11,6,LA Rams,54.05%
2011,11,6,Indianapolis,53.06%
2011,11,6,Jacksonville,31.25%
2011,10,30,Green Bay,73.68%
2011,10,30,New England,66.67%
2011,10,30,Tennessee,75.00%
2011,10,30,San Francisco,66.67%
2011,10,30,New Orleans,70.45%
2011,10,30,LA Chargers,63.16%
2011,10,30,Detroit,69.57%
2011,10,30,Tampa Bay,68.75%
2011,10,30,Las Vegas,66.67%
2011,10,30,Houston,56.41%
2011,10,30,Kansas City,70.83%
2011,10,30,Buffalo,67.50%
2011,10,30,Pittsburgh,67.57%
2011,10,30,NY Jets,62.79%
2011,10,30,Arizona,64.10%
2011,10,30,NY Giants,69.57%
2011,10,30,Dallas,61.11%
2011,10,30,Seattle,58.06%
2011,10,30,Atlanta,55.32%
2011,10,30,Philadelphia,66.67%
2011,10,30,Carolina,52.94%
2011,10,30,Washington,59.46%
2011,10,30,Cincinnati,53.13%
2011,10,30,Minnesota,61.11%
2011,10,30,Denver,61.54%
2011,10,30,Jacksonville,57.14%
2011,10,30,Miami,65.52%
2011,10,30,Chicago,56.76%
2011,10,30,Baltimore,56.25%
2011,10,30,Cleveland,48.72%
2011,10,30,LA Rams,50.00%
2011,10,30,Indianapolis,45.00%
2011,10,23,Houston,72.41%
2011,10,23,New England,77.50%
2011,10,23,Green Bay,63.33%
2011,10,23,San Francisco,66.67%
2011,10,23,LA Chargers,72.50%
2011,10,23,New Orleans,70.27%
2011,10,23,Tennessee,71.43%
2011,10,23,Tampa Bay,70.97%
2011,10,23,Detroit,60.00%
2011,10,23,Las Vegas,69.70%
2011,10,23,Atlanta,60.71%
2011,10,23,NY Jets,70.83%
2011,10,23,Kansas City,65.22%
2011,10,23,Carolina,60.87%
2011,10,23,Buffalo,60.87%
2011,10,23,Pittsburgh,74.19%
2011,10,23,Seattle,68.97%
2011,10,23,Dallas,60.47%
2011,10,23,Cincinnati,65.85%
2011,10,23,Arizona,56.67%
2011,10,23,Washington,58.14%
2011,10,23,NY Giants,63.33%
2011,10,23,Philadelphia,70.27%
2011,10,23,Jacksonville,44.00%
2011,10,23,Cleveland,68.75%
2011,10,23,Minnesota,60.00%
2011,10,23,Denver,60.00%
2011,10,23,Chicago,42.22%
2011,10,23,Miami,40.00%
2011,10,23,Baltimore,46.88%
2011,10,23,Indianapolis,50.00%
2011,10,23,LA Rams,47.83%
2011,10,16,Green Bay,77.14%
2011,10,16,San Francisco,75.00%
2011,10,16,Detroit,72.73%
2011,10,16,Houston,70.83%
2011,10,16,Jacksonville,70.83%
2011,10,16,Chicago,68.75%
2011,10,16,LA Chargers,68.75%
2011,10,16,Arizona,66.67%
2011,10,16,New England,66.67%
2011,10,16,Atlanta,65.96%
2011,10,16,Buffalo,65.38%
2011,10,16,New Orleans,65.31%
2011,10,16,Carolina,64.86%
2011,10,16,Dallas,63.89%
2011,10,16,Tampa Bay,63.04%
2011,10,16,Washington,61.76%
2011,10,16,Tennessee,61.76%
2011,10,16,Miami,61.22%
2011,10,16,Kansas City,61.11%
2011,10,16,NY Jets,59.09%
2011,10,16,Las Vegas,59.09%
2011,10,16,Baltimore,58.62%
2011,10,16,Seattle,56.76%
2011,10,16,NY Giants,56.25%
2011,10,16,Cincinnati,55.56%
2011,10,16,Pittsburgh,53.66%
2011,10,16,Denver,52.17%
2011,10,16,Indianapolis,51.61%
2011,10,16,LA Rams,51.43%
2011,10,16,Cleveland,47.50%
2011,10,16,Minnesota,46.67%
2011,10,16,Philadelphia,43.75%
2011,10,9,Green Bay,77.14%
2011,10,9,New Orleans,65.31%
2011,10,2,New Orleans,65.00%
2011,10,2,Indianapolis,69.23%
2011,10,2,LA Chargers,56.76%
2011,10,2,Dallas,40.74%
2011,10,2,Green Bay,61.54%
2011,10,2,New England,64.44%
2011,10,2,Houston,81.82%
2011,10,2,NY Giants,58.62%
2011,10,2,Baltimore,53.33%
2011,10,2,Atlanta,68.97%
2011,10,2,Jacksonville,48.00%
2011,10,2,Tampa Bay,77.78%
2011,10,2,Cleveland,48.84%
2011,10,2,Cincinnati,71.11%
2011,10,2,Pittsburgh,62.50%
2011,10,2,Philadelphia,55.56%
2011,10,2,Detroit,71.79%
2011,10,2,Minnesota,62.50%
2011,10,2,Miami,43.24%
2011,10,2,LA Rams,52.78%
2011,10,2,Seattle,56.52%
2011,10,2,Chicago,50.00%
2011,10,2,Washington,59.09%
2011,10,2,Tennessee,71.79%
2011,10,2,Denver,44.44%
2011,10,2,Kansas City,50.00%
2011,10,2,Buffalo,46.15%
2011,10,2,Las Vegas,61.54%
2011,10,2,San Francisco,51.72%
2011,10,2,NY Jets,60.61%
2011,10,2,Carolina,55.88%
2011,10,2,Arizona,56.60%
2011,9,25,Houston,72.41%
2011,9,25,New England,77.50%
2011,9,25,Green Bay,63.33%
2011,9,25,San Francisco,66.67%
2011,9,25,LA Chargers,72.50%
2011,9,25,New Orleans,70.27%
2011,9,25,Tennessee,71.43%
2011,9,25,Tampa Bay,70.97%
2011,9,25,Detroit,60.00%
2011,9,25,Las Vegas,69.70%
2011,9,25,Atlanta,60.71%
2011,9,25,NY Jets,70.83%
2011,9,25,Kansas City,65.22%
2011,9,25,Carolina,60.87%
2011,9,25,Buffalo,60.87%
2011,9,25,Pittsburgh,74.19%
2011,9,25,Seattle,68.97%
2011,9,25,Dallas,60.47%
2011,9,25,Cincinnati,65.85%
2011,9,25,Arizona,56.67%
2011,9,25,Washington,58.14%
2011,9,25,NY Giants,63.33%
2011,9,25,Philadelphia,70.27%
2011,9,25,Jacksonville,44.00%
2011,9,25,Cleveland,68.75%
2011,9,25,Minnesota,60.00%
2011,9,25,Denver,60.00%
2011,9,25,Chicago,42.22%
2011,9,25,Miami,40.00%
2011,9,25,Baltimore,46.88%
2011,9,25,Indianapolis,50.00%
2011,9,25,LA Rams,47.83%
2011,9,18,Green Bay,77.14%
2011,9,18,San Francisco,75.00%
2011,9,18,Detroit,72.73%
2011,9,18,Houston,70.83%
2011,9,18,Jacksonville,70.83%
2011,9,18,Chicago,68.75%
2011,9,18,LA Chargers,68.75%
2011,9,18,Arizona,66.67%
2011,9,18,New England,66.67%
2011,9,18,Atlanta,65.96%
2011,9,18,Buffalo,65.38%
2011,9,18,New Orleans,65.31%
2011,9,18,Carolina,64.86%
2011,9,18,Dallas,63.89%
2011,9,18,Tampa Bay,63.04%
2011,9,18,Washington,61.76%
2011,9,18,Tennessee,61.76%
2011,9,18,Miami,61.22%
2011,9,18,Kansas City,61.11%
2011,9,18,NY Jets,59.09%
2011,9,18,Las Vegas,59.09%
2011,9,18,Baltimore,58.62%
2011,9,18,Seattle,56.76%
2011,9,18,NY Giants,56.25%
2011,9,18,Cincinnati,55.56%
2011,9,18,Pittsburgh,53.66%
2011,9,18,Denver,52.17%
2011,9,18,Indianapolis,51.61%
2011,9,18,LA Rams,51.43%
2011,9,18,Cleveland,47.50%
2011,9,18,Minnesota,46.67%
2011,9,18,Philadelphia,43.75%
2011,9,11,Green Bay,77.14%
2011,9,11,New Orleans,65.31%
2011,9,4,New Orleans,65.00%
2011,9,4,Indianapolis,69.23%
2011,9,4,LA Chargers,56.76%
2011,9,4,Dallas,40.74%
2011,9,4,Green Bay,61.54%
2011,9,4,New England,64.44%
2011,9,4,Houston,81.82%
2011,9,4,NY Giants,58.62%
2011,9,4,Baltimore,53.33%
2011,9,4,Atlanta,68.97%
2011,9,4,Jacksonville,48.00%
2011,9,4,Tampa Bay,77.78%
2011,9,4,Cleveland,48.84%
2011,9,4,Cincinnati,71.11%
2011,9,4,Pittsburgh,62.50%
2011,9,4,Philadelphia,55.56%
2011,9,4,Detroit,71.79%
2011,9,4,Minnesota,62.50%
2011,9,4,Miami,43.24%
2011,9,4,LA Rams,52.78%
2011,9,4,Seattle,56.52%
2011,9,4,Chicago,50.00%
2011,9,4,Washington,59.09%
2011,9,4,Tennessee,71.79%
2011,9,4,Denver,44.44%
2011,9,4,Kansas City,50.00%
2011,9,4,Buffalo,46.15%
2011,9,4,Las Vegas,61.54%
2011,9,4,San Francisco,51.72%
2011,9,4,NY Jets,60.61%
2011,9,4,Carolina,55.88%
2011,9,4,Arizona,56.60%
2011,2,27,New Orleans,65.00%
2011,2,27,Indianapolis,69.23%
2011,2,27,LA Chargers,56.76%
2011,2,27,Dallas,40.74%
2011,2,27,Green Bay,61.54%
2011,2,27,New England,64.44%
2011,2,27,Houston,81.82%
2011,2,27,NY Giants,58.62%
2011,2,27,Baltimore,53.33%
2011,2,27,Atlanta,68.97%
2011,2,27,Jacksonville,48.00%
2011,2,27,Tampa Bay,77.78%
2011,2,27,Cleveland,48.84%
2011,2,27,Cincinnati,71.11%
2011,2,27,Pittsburgh,62.50%
2011,2,27,Philadelphia,55.56%
2011,2,27,Detroit,71.79%
2011,2,27,Minnesota,62.50%
2011,2,27,Miami,43.24%
2011,2,27,LA Rams,52.78%
2011,2,27,Seattle,56.52%
2011,2,27,Chicago,50.00%
2011,2,27,Washington,59.09%
2011,2,27,Tennessee,71.79%
2011,2,27,Denver,44.44%
2011,2,27,Kansas City,50.00%
2011,2,27,Buffalo,46.15%
2011,2,27,Las Vegas,61.54%
2011,2,27,San Francisco,51.72%
2011,2,27,NY Jets,60.61%
2011,2,27,Carolina,55.88%
2011,2,27,Arizona,56.60%
2011,2,20,New Orleans,65.00%
2011,2,20,Indianapolis,69.23%
2011,2,20,LA Chargers,56.76%
2011,2,20,Dallas,40.74%
2011,2,20,Green Bay,61.54%
2011,2,20,New England,64.44%
2011,2,20,Houston,81.82%
2011,2,20,NY Giants,58.62%
2011,2,20,Baltimore,53.33%
2011,2,20,Atlanta,68.97%
2011,2,20,Jacksonville,48.00%
2011,2,20,Tampa Bay,77.78%
2011,2,20,Cleveland,48.84%
2011,2,20,Cincinnati,71.11%
2011,2,20,Pittsburgh,62.50%
2011,2,20,Philadelphia,55.56%
2011,2,20,Detroit,71.79%
2011,2,20,Minnesota,62.50%
2011,2,20,Miami,43.24%
2011,2,20,LA Rams,52.78%
2011,2,20,Seattle,56.52%
2011,2,20,Chicago,50.00%
2011,2,20,Washington,59.09%
2011,2,20,Tennessee,71.79%
2011,2,20,Denver,44.44%
2011,2,20,Kansas City,50.00%
2011,2,20,Buffalo,46.15%
2011,2,20,Las Vegas,61.54%
2011,2,20,San Francisco,51.72%
2011,2,20,NY Jets,60.61%
2011,2,20,Carolina,55.88%
2011,2,20,Arizona,56.60%
2011,2,13,New Orleans,65.00%
2011,2,13,Indianapolis,69.23%
2011,2,13,LA Chargers,56.76%
2011,2,13,Dallas,40.74%
2011,2,13,Green Bay,61.54%
2011,2,13,New England,64.44%
2011,2,13,Houston,81.82%
2011,2,13,NY Giants,58.62%
2011,2,13,Baltimore,53.33%
2011,2,13,Atlanta,68.97%
2011,2,13,Jacksonville,48.00%
2011,2,13,Tampa Bay,77.78%
2011,2,13,Cleveland,48.84%
2011,2,13,Cincinnati,71.11%
2011,2,13,Pittsburgh,62.50%
2011,2,13,Philadelphia,55.56%
2011,2,13,Detroit,71.79%
2011,2,13,Minnesota,62.50%
2011,2,13,Miami,43.24%
2011,2,13,LA Rams,52.78%
2011,2,13,Seattle,56.52%
2011,2,13,Chicago,50.00%
2011,2,13,Washington,59.09%
2011,2,13,Tennessee,71.79%
2011,2,13,Denver,44.44%
2011,2,13,Kansas City,50.00%
2011,2,13,Buffalo,46.15%
2011,2,13,Las Vegas,61.54%
2011,2,13,San Francisco,51.72%
2011,2,13,NY Jets,60.61%
2011,2,13,Carolina,55.88%
2011,2,13,Arizona,56.60%
2011,2,6,New Orleans,65.00%
2011,2,6,Indianapolis,69.23%
2011,2,6,LA Chargers,56.76%
2011,2,6,Green Bay,56.67%
2011,2,6,Dallas,40.74%
2011,2,6,New England,64.44%
2011,2,6,Houston,81.82%
2011,2,6,NY Giants,58.62%
2011,2,6,Baltimore,53.33%
2011,2,6,Atlanta,68.97%
2011,2,6,Jacksonville,48.00%
2011,2,6,Tampa Bay,77.78%
2011,2,6,Cleveland,48.84%
2011,2,6,Cincinnati,71.11%
2011,2,6,Pittsburgh,52.63%
2011,2,6,Philadelphia,55.56%
2011,2,6,Detroit,71.79%
2011,2,6,Minnesota,62.50%
2011,2,6,Miami,43.24%
2011,2,6,LA Rams,52.78%
2011,2,6,Seattle,56.52%
2011,2,6,Chicago,50.00%
2011,2,6,Washington,59.09%
2011,2,6,Tennessee,71.79%
2011,2,6,Denver,44.44%
2011,2,6,Kansas City,50.00%
2011,2,6,Buffalo,46.15%
2011,2,6,Las Vegas,61.54%
2011,2,6,San Francisco,51.72%
2011,2,6,NY Jets,60.61%
2011,2,6,Carolina,55.88%
2011,2,6,Arizona,56.60%
2010,9,5,New Orleans,82.05%
2010,9,5,Minnesota,60.87%
2010,9,5,Houston,61.54%
2010,9,5,Arizona,66.67%
2010,9,5,Indianapolis,68.89%
2010,9,5,Pittsburgh,64.29%
2010,9,5,LA Chargers,67.50%
2010,9,5,New England,54.76%
2010,9,5,Green Bay,66.67%
2010,9,5,Washington,66.67%
2010,9,5,Dallas,62.86%
2010,9,5,NY Giants,71.43%
2010,9,5,Baltimore,57.14%
2010,9,5,Denver,57.14%
2010,9,5,Seattle,51.61%
2010,9,5,Miami,66.67%
2010,9,5,Jacksonville,56.41%
2010,9,5,Chicago,61.11%
2010,9,5,Philadelphia,51.28%
2010,9,5,Cincinnati,50.00%
2010,9,5,San Francisco,60.71%
2010,9,5,Atlanta,65.71%
2010,9,5,Buffalo,64.00%
2010,9,5,LA Rams,39.29%
2010,9,5,Tennessee,60.71%
2010,9,5,Carolina,60.87%
2010,9,5,Kansas City,52.00%
2010,9,5,NY Jets,58.06%
2010,9,5,Detroit,67.65%
2010,9,5,Tampa Bay,48.39%
2010,9,5,Las Vegas,69.23%
2010,9,5,Cleveland,63.64%
2010,2,28,New Orleans,82.05%
2010,2,28,Minnesota,60.87%
2010,2,28,Houston,61.54%
2010,2,28,Arizona,66.67%
2010,2,28,Indianapolis,68.89%
2010,2,28,Pittsburgh,64.29%
2010,2,28,LA Chargers,67.50%
2010,2,28,New England,54.76%
2010,2,28,Green Bay,66.67%
2010,2,28,Washington,66.67%
2010,2,28,Dallas,62.86%
2010,2,28,NY Giants,71.43%
2010,2,28,Baltimore,57.14%
2010,2,28,Denver,57.14%
2010,2,28,Seattle,51.61%
2010,2,28,Miami,66.67%
2010,2,28,Jacksonville,56.41%
2010,2,28,Chicago,61.11%
2010,2,28,Philadelphia,51.28%
2010,2,28,Cincinnati,50.00%
2010,2,28,San Francisco,60.71%
2010,2,28,Atlanta,65.71%
2010,2,28,Buffalo,64.00%
2010,2,28,LA Rams,39.29%
2010,2,28,Tennessee,60.71%
2010,2,28,Carolina,60.87%
2010,2,28,Kansas City,52.00%
2010,2,28,NY Jets,58.06%
2010,2,28,Detroit,67.65%
2010,2,28,Tampa Bay,48.39%
2010,2,28,Las Vegas,69.23%
2010,2,28,Cleveland,63.64%
2010,2,21,New Orleans,82.05%
2010,2,21,Minnesota,60.87%
2010,2,21,Houston,61.54%
2010,2,21,Arizona,66.67%
2010,2,21,Indianapolis,68.89%
2010,2,21,Pittsburgh,64.29%
2010,2,21,LA Chargers,67.50%
2010,2,21,New England,54.76%
2010,2,21,Green Bay,66.67%
2010,2,21,Washington,66.67%
2010,2,21,Dallas,62.86%
2010,2,21,NY Giants,71.43%
2010,2,21,Baltimore,57.14%
2010,2,21,Denver,57.14%
2010,2,21,Seattle,51.61%
2010,2,21,Miami,66.67%
2010,2,21,Jacksonville,56.41%
2010,2,21,Chicago,61.11%
2010,2,21,Philadelphia,51.28%
2010,2,21,Cincinnati,50.00%
2010,2,21,San Francisco,60.71%
2010,2,21,Atlanta,65.71%
2010,2,21,Buffalo,64.00%
2010,2,21,LA Rams,39.29%
2010,2,21,Tennessee,60.71%
2010,2,21,Carolina,60.87%
2010,2,21,Kansas City,52.00%
2010,2,21,NY Jets,58.06%
2010,2,21,Detroit,67.65%
2010,2,21,Tampa Bay,48.39%
2010,2,21,Las Vegas,69.23%
2010,2,21,Cleveland,63.64%
2010,2,14,New Orleans,82.05%
2010,2,14,Minnesota,60.87%
2010,2,14,Houston,61.54%
2010,2,14,Arizona,66.67%
2010,2,14,Indianapolis,68.89%
2010,2,14,Pittsburgh,64.29%
2010,2,14,LA Chargers,67.50%
2010,2,14,New England,54.76%
2010,2,14,Green Bay,66.67%
2010,2,14,Washington,66.67%
2010,2,14,Dallas,62.86%
2010,2,14,NY Giants,71.43%
2010,2,14,Baltimore,57.14%
2010,2,14,Denver,57.14%
2010,2,14,Seattle,51.61%
2010,2,14,Miami,66.67%
2010,2,14,Jacksonville,56.41%
2010,2,14,Chicago,61.11%
2010,2,14,Philadelphia,51.28%
2010,2,14,Cincinnati,50.00%
2010,2,14,San Francisco,60.71%
2010,2,14,Atlanta,65.71%
2010,2,14,Buffalo,64.00%
2010,2,14,LA Rams,39.29%
2010,2,14,Tennessee,60.71%
2010,2,14,Carolina,60.87%
2010,2,14,Kansas City,52.00%
2010,2,14,NY Jets,58.06%
2010,2,14,Detroit,67.65%
2010,2,14,Tampa Bay,48.39%
2010,2,14,Las Vegas,69.23%
2010,2,14,Cleveland,63.64%
2010,2,7,New Orleans,54.84%
2010,2,7,Minnesota,60.87%
2010,2,7,Houston,61.54%
2010,2,7,Arizona,66.67%
2010,2,7,Indianapolis,66.67%
2010,2,7,Pittsburgh,64.29%
2010,2,7,LA Chargers,67.50%
2010,2,7,New England,54.76%
2010,2,7,Green Bay,66.67%
2010,2,7,Washington,66.67%
2010,2,7,Dallas,62.86%
2010,2,7,NY Giants,71.43%
2010,2,7,Baltimore,57.14%
2010,2,7,Denver,57.14%
2010,2,7,Seattle,51.61%
2010,2,7,Miami,66.67%
2010,2,7,Jacksonville,56.41%
2010,2,7,Chicago,61.11%
2010,2,7,Philadelphia,51.28%
2010,2,7,Cincinnati,50.00%
2010,2,7,San Francisco,60.71%
2010,2,7,Atlanta,65.71%
2010,2,7,Buffalo,64.00%
2010,2,7,LA Rams,39.29%
2010,2,7,Tennessee,60.71%
2010,2,7,Carolina,60.87%
2010,2,7,Kansas City,52.00%
2010,2,7,NY Jets,58.06%
2010,2,7,Detroit,67.65%
2010,2,7,Tampa Bay,48.39%
2010,2,7,Las Vegas,69.23%
2010,2,7,Cleveland,63.64%
2009,2,22,Miami,65.79%
2009,2,22,Arizona,72.09%
2009,2,22,Indianapolis,59.52%
2009,2,22,Houston,75.00%
2009,2,22,NY Jets,51.22%
2009,2,22,New Orleans,61.22%
2009,2,22,Buffalo,56.00%
2009,2,22,LA Chargers,60.00%
2009,2,22,New England,75.00%
2009,2,22,Green Bay,67.74%
2009,2,22,Tampa Bay,51.52%
2009,2,22,Jacksonville,56.00%
2009,2,22,Washington,60.00%
2009,2,22,Denver,67.35%
2009,2,22,Atlanta,65.00%
2009,2,22,San Francisco,70.00%
2009,2,22,NY Giants,51.72%
2009,2,22,Dallas,56.10%
2009,2,22,Pittsburgh,70.00%
2009,2,22,Philadelphia,59.57%
2009,2,22,Cincinnati,60.00%
2009,2,22,Tennessee,61.90%
2009,2,22,Carolina,50.00%
2009,2,22,Minnesota,42.86%
2009,2,22,Baltimore,43.33%
2009,2,22,Chicago,59.46%
2009,2,22,Kansas City,52.78%
2009,2,22,LA Rams,59.38%
2009,2,22,Seattle,55.81%
2009,2,22,Detroit,52.38%
2009,2,22,Las Vegas,66.67%
2009,2,22,Cleveland,33.33%
2009,2,15,Miami,65.79%
2009,2,15,Arizona,72.09%
2009,2,15,Indianapolis,59.52%
2009,2,15,Houston,75.00%
2009,2,15,NY Jets,51.22%
2009,2,15,New Orleans,61.22%
2009,2,15,Buffalo,56.00%
2009,2,15,LA Chargers,60.00%
2009,2,15,New England,75.00%
2009,2,15,Green Bay,67.74%
2009,2,15,Tampa Bay,51.52%
2009,2,15,Jacksonville,56.00%
2009,2,15,Washington,60.00%
2009,2,15,Denver,67.35%
2009,2,15,Atlanta,65.00%
2009,2,15,San Francisco,70.00%
2009,2,15,NY Giants,51.72%
2009,2,15,Dallas,56.10%
2009,2,15,Pittsburgh,70.00%
2009,2,15,Philadelphia,59.57%
2009,2,15,Cincinnati,60.00%
2009,2,15,Tennessee,61.90%
2009,2,15,Carolina,50.00%
2009,2,15,Minnesota,42.86%
2009,2,15,Baltimore,43.33%
2009,2,15,Chicago,59.46%
2009,2,15,Kansas City,52.78%
2009,2,15,LA Rams,59.38%
2009,2,15,Seattle,55.81%
2009,2,15,Detroit,52.38%
2009,2,15,Las Vegas,66.67%
2009,2,15,Cleveland,33.33%
2009,2,8,Miami,65.79%
2009,2,8,Arizona,72.09%
2009,2,8,Indianapolis,59.52%
2009,2,8,Houston,75.00%
2009,2,8,NY Jets,51.22%
2009,2,8,New Orleans,61.22%
2009,2,8,Buffalo,56.00%
2009,2,8,LA Chargers,60.00%
2009,2,8,New England,75.00%
2009,2,8,Green Bay,67.74%
2009,2,8,Tampa Bay,51.52%
2009,2,8,Jacksonville,56.00%
2009,2,8,Washington,60.00%
2009,2,8,Denver,67.35%
2009,2,8,Atlanta,65.00%
2009,2,8,San Francisco,70.00%
2009,2,8,NY Giants,51.72%
2009,2,8,Dallas,56.10%
2009,2,8,Pittsburgh,70.00%
