year,month,day,team,ranking
2016,12,11,Cleveland,32
2016,12,4,New England,1
2016,12,4,Seattle,2
2016,12,4,Kansas City,3
2016,12,4,Pittsburgh,4
2016,12,4,Denver,5
2016,12,4,Arizona,6
2016,12,4,Dallas,7
2016,12,4,Buffalo,8
2016,12,4,Atlanta,9
2016,12,4,Las Vegas,10
2016,12,4,Carolina,11
2016,12,4,Minnesota,12
2016,12,4,Green Bay,13
2016,12,4,LA Chargers,14
2016,12,4,Cincinnati,15
2016,12,4,New Orleans,16
2016,12,4,Philadelphia,17
2016,12,4,Baltimore,18
2016,12,4,Miami,19
2016,12,4,NY Giants,20
2016,12,4,Washington,21
2016,12,4,Detroit,22
2016,12,4,Tampa Bay,23
2016,12,4,Houston,24
2016,12,4,Indianapolis,25
2016,12,4,NY Jets,26
2016,12,4,Tennessee,27
2016,12,4,LA Rams,28
2016,12,4,Jacksonville,29
2016,12,4,Chicago,30
2016,12,4,San Francisco,31
2016,12,4,Cleveland,32
2016,11,27,New England,1
2016,11,27,Seattle,2
2016,11,27,Arizona,3
2016,11,27,Pittsburgh,4
2016,11,27,Denver,5
2016,11,27,Kansas City,6
2016,11,27,Buffalo,7
2016,11,27,Dallas,8
2016,11,27,Atlanta,9
2016,11,27,Carolina,10
2016,11,27,Las Vegas,11
2016,11,27,Minnesota,12
2016,11,27,Philadelphia,13
2016,11,27,Cincinnati,14
2016,11,27,LA Chargers,15
2016,11,27,Green Bay,16
2016,11,27,Miami,17
2016,11,27,New Orleans,18
2016,11,27,Baltimore,19
2016,11,27,Washington,20
2016,11,27,NY Giants,21
2016,11,27,Detroit,22
2016,11,27,Houston,23
2016,11,27,LA Rams,24
2016,11,27,Indianapolis,25
2016,11,27,Tampa Bay,26
2016,11,27,NY Jets,27
2016,11,27,Tennessee,28
2016,11,27,Jacksonville,29
2016,11,27,Chicago,30
2016,11,27,San Francisco,31
2016,11,27,Cleveland,32
2016,11,20,New England,1
2016,11,20,Seattle,2
2016,11,20,Arizona,3
2016,11,20,Kansas City,4
2016,11,20,Denver,5
2016,11,20,Buffalo,6
2016,11,20,Pittsburgh,7
2016,11,20,Dallas,8
2016,11,20,Carolina,9
2016,11,20,Atlanta,10
2016,11,20,Las Vegas,11
2016,11,20,Minnesota,12
2016,11,20,Green Bay,13
2016,11,20,Cincinnati,14
2016,11,20,Philadelphia,15
2016,11,20,LA Chargers,16
2016,11,20,Baltimore,17
2016,11,20,New Orleans,18
2016,11,20,Miami,19
2016,11,20,NY Giants,20
2016,11,20,Houston,21
2016,11,20,Indianapolis,22
2016,11,20,Detroit,23
2016,11,20,LA Rams,24
2016,11,20,Washington,25
2016,11,20,NY Jets,26
2016,11,20,Tampa Bay,27
2016,11,20,Tennessee,28
2016,11,20,Jacksonville,29
2016,11,20,Chicago,30
2016,11,20,San Francisco,31
2016,11,20,Cleveland,32
2016,11,13,New England,1
2016,11,13,Arizona,2
2016,11,13,Seattle,3
2016,11,13,Kansas City,4
2016,11,13,Denver,5
2016,11,13,Pittsburgh,6
2016,11,13,Buffalo,7
2016,11,13,Green Bay,8
2016,11,13,Dallas,9
2016,11,13,Carolina,10
2016,11,13,Atlanta,11
2016,11,13,Minnesota,12
2016,11,13,Cincinnati,13
2016,11,13,Las Vegas,14
2016,11,13,LA Chargers,15
2016,11,13,Philadelphia,16
2016,11,13,Baltimore,17
2016,11,13,New Orleans,18
2016,11,13,Indianapolis,19
2016,11,13,NY Giants,20
2016,11,13,Miami,21
2016,11,13,Detroit,22
2016,11,13,Houston,23
2016,11,13,LA Rams,24
2016,11,13,NY Jets,25
2016,11,13,Washington,26
2016,11,13,Tampa Bay,27
2016,11,13,Chicago,28
2016,11,13,Jacksonville,29
2016,11,13,Tennessee,30
2016,11,13,San Francisco,31
2016,11,13,Cleveland,32
2016,11,6,New England,1
2016,11,6,Arizona,2
2016,11,6,Seattle,3
2016,11,6,Kansas City,4
2016,11,6,Denver,5
2016,11,6,Pittsburgh,6
2016,11,6,Green Bay,7
2016,11,6,Buffalo,8
2016,11,6,Minnesota,9
2016,11,6,Carolina,10
2016,11,6,Atlanta,11
2016,11,6,Cincinnati,12
2016,11,6,Dallas,13
2016,11,6,Philadelphia,14
2016,11,6,LA Chargers,15
2016,11,6,Las Vegas,16
2016,11,6,Miami,17
2016,11,6,Baltimore,18
2016,11,6,Houston,19
2016,11,6,New Orleans,20
2016,11,6,NY Giants,21
2016,11,6,Indianapolis,22
2016,11,6,Detroit,23
2016,11,6,LA Rams,24
2016,11,6,NY Jets,25
2016,11,6,Washington,26
2016,11,6,Tampa Bay,27
2016,11,6,Chicago,28
2016,11,6,Tennessee,29
2016,11,6,Jacksonville,30
2016,11,6,San Francisco,31
2016,11,6,Cleveland,32
2016,10,30,New England,1
2016,10,30,Arizona,2
2016,10,30,Seattle,3
2016,10,30,Kansas City,4
2016,10,30,Denver,5
2016,10,30,Green Bay,6
2016,10,30,Carolina,7
2016,10,30,Pittsburgh,8
2016,10,30,Minnesota,9
2016,10,30,Cincinnati,10
2016,10,30,Philadelphia,11
2016,10,30,Buffalo,12
2016,10,30,LA Chargers,13
2016,10,30,Baltimore,14
2016,10,30,Houston,15
2016,10,30,Las Vegas,16
2016,10,30,NY Jets,17
2016,10,30,Atlanta,18
2016,10,30,Miami,19
2016,10,30,Indianapolis,20
2016,10,30,Dallas,21
2016,10,30,Detroit,22
2016,10,30,LA Rams,23
2016,10,30,NY Giants,24
2016,10,30,San Francisco,25
2016,10,30,New Orleans,26
2016,10,30,Jacksonville,27
2016,10,30,Tampa Bay,28
2016,10,30,Washington,29
2016,10,30,Chicago,30
2016,10,30,Tennessee,31
2016,10,30,Cleveland,32
2016,10,23,New England,1
2016,10,23,Arizona,2
2016,10,23,Pittsburgh,3
2016,10,23,Seattle,4
2016,10,23,Carolina,5
2016,10,23,Green Bay,6
2016,10,23,Kansas City,7
2016,10,23,Cincinnati,8
2016,10,23,Denver,9
2016,10,23,Minnesota,10
2016,10,23,LA Chargers,11
2016,10,23,NY Jets,12
2016,10,23,Baltimore,13
2016,10,23,Buffalo,14
2016,10,23,Houston,15
2016,10,23,Miami,16
2016,10,23,Las Vegas,17
2016,10,23,Philadelphia,18
2016,10,23,NY Giants,19
2016,10,23,Indianapolis,20
2016,10,23,Detroit,21
2016,10,23,Atlanta,22
2016,10,23,Dallas,23
2016,10,23,LA Rams,24
2016,10,23,New Orleans,25
2016,10,23,San Francisco,26
2016,10,23,Tampa Bay,27
2016,10,23,Jacksonville,28
2016,10,23,Chicago,29
2016,10,23,Washington,30
2016,10,23,Tennessee,31
2016,10,23,Cleveland,32
2016,10,16,New England,1
2016,10,16,Arizona,2
2016,10,16,Seattle,3
2016,10,16,Pittsburgh,4
2016,10,16,Green Bay,5
2016,10,16,Kansas City,6
2016,10,16,Cincinnati,7
2016,10,16,Carolina,8
2016,10,16,Denver,9
2016,10,16,Minnesota,10
2016,10,16,Houston,11
2016,10,16,Las Vegas,12
2016,10,16,NY Jets,13
2016,10,16,Baltimore,14
2016,10,16,Buffalo,15
2016,10,16,LA Chargers,16
2016,10,16,Miami,17
2016,10,16,Indianapolis,18
2016,10,16,Detroit,19
2016,10,16,NY Giants,20
2016,10,16,San Francisco,21
2016,10,16,Tampa Bay,22
2016,10,16,Jacksonville,23
2016,10,16,New Orleans,24
2016,10,16,Philadelphia,25
2016,10,16,Dallas,26
2016,10,16,Atlanta,27
2016,10,16,Chicago,28
2016,10,16,LA Rams,29
2016,10,16,Washington,30
2016,10,16,Tennessee,31
2016,10,16,Cleveland,32
2016,10,9,Seattle,1
2016,10,9,Arizona,2
2016,10,9,New England,3
2016,10,9,Green Bay,4
2016,10,9,Kansas City,5
2016,10,9,Carolina,6
2016,10,9,Pittsburgh,7
2016,10,9,Cincinnati,8
2016,10,9,Denver,9
2016,10,9,Minnesota,10
2016,10,9,Buffalo,11
2016,10,9,Houston,12
2016,10,9,Las Vegas,13
2016,10,9,Indianapolis,14
2016,10,9,Baltimore,15
2016,10,9,NY Jets,16
2016,10,9,LA Chargers,17
2016,10,9,LA Rams,18
2016,10,9,Miami,19
2016,10,9,Detroit,20
2016,10,9,NY Giants,21
2016,10,9,Atlanta,22
2016,10,9,New Orleans,23
2016,10,9,Jacksonville,24
2016,10,9,Dallas,25
2016,10,9,Chicago,26
2016,10,9,Tampa Bay,27
2016,10,9,Philadelphia,28
2016,10,9,Washington,29
2016,10,9,San Francisco,30
2016,10,9,Tennessee,31
2016,10,9,Cleveland,32
2016,9,25,New England,1
2016,9,25,Arizona,2
2016,9,25,Pittsburgh,3
2016,9,25,Seattle,4
2016,9,25,Carolina,5
2016,9,25,Green Bay,6
2016,9,25,Kansas City,7
2016,9,25,Cincinnati,8
2016,9,25,Denver,9
2016,9,25,Minnesota,10
2016,9,25,LA Chargers,11
2016,9,25,NY Jets,12
2016,9,25,Baltimore,13
2016,9,25,Buffalo,14
2016,9,25,Houston,15
2016,9,25,Miami,16
2016,9,25,Las Vegas,17
2016,9,25,Philadelphia,18
2016,9,25,NY Giants,19
2016,9,25,Indianapolis,20
2016,9,25,Detroit,21
2016,9,25,Atlanta,22
2016,9,25,Dallas,23
2016,9,25,LA Rams,24
2016,9,25,New Orleans,25
2016,9,25,San Francisco,26
2016,9,25,Tampa Bay,27
2016,9,25,Jacksonville,28
2016,9,25,Chicago,29
2016,9,25,Washington,30
2016,9,25,Tennessee,31
2016,9,25,Cleveland,32
2016,9,18,New England,1
2016,9,18,Arizona,2
2016,9,18,Seattle,3
2016,9,18,Pittsburgh,4
2016,9,18,Green Bay,5
2016,9,18,Kansas City,6
2016,9,18,Cincinnati,7
2016,9,18,Carolina,8
2016,9,18,Denver,9
2016,9,18,Minnesota,10
2016,9,18,Houston,11
2016,9,18,Las Vegas,12
2016,9,18,NY Jets,13
2016,9,18,Baltimore,14
2016,9,18,Buffalo,15
2016,9,18,LA Chargers,16
2016,9,18,Miami,17
2016,9,18,Indianapolis,18
2016,9,18,Detroit,19
2016,9,18,NY Giants,20
2016,9,18,San Francisco,21
2016,9,18,Tampa Bay,22
2016,9,18,Jacksonville,23
2016,9,18,New Orleans,24
2016,9,18,Philadelphia,25
2016,9,18,Dallas,26
2016,9,18,Atlanta,27
2016,9,18,Chicago,28
2016,9,18,LA Rams,29
2016,9,18,Washington,30
2016,9,18,Tennessee,31
2016,9,18,Cleveland,32
2016,9,11,Seattle,1
2016,9,11,Arizona,2
2016,9,11,New England,3
2016,9,11,Green Bay,4
2016,9,11,Kansas City,5
2016,9,11,Carolina,6
2016,9,11,Pittsburgh,7
2016,9,11,Cincinnati,8
2016,9,11,Denver,9
2016,9,11,Minnesota,10
2016,9,11,Buffalo,11
2016,9,11,Houston,12
2016,9,11,Las Vegas,13
2016,9,11,Indianapolis,14
2016,9,11,Baltimore,15
2016,9,11,NY Jets,16
2016,9,11,LA Chargers,17
2016,9,11,LA Rams,18
2016,9,11,Miami,19
2016,9,11,Detroit,20
2016,9,11,NY Giants,21
2016,9,11,Atlanta,22
2016,9,11,New Orleans,23
2016,9,11,Jacksonville,24
2016,9,11,Dallas,25
2016,9,11,Chicago,26
2016,9,11,Tampa Bay,27
2016,9,11,Philadelphia,28
2016,9,11,Washington,29
2016,9,11,San Francisco,30
2016,9,11,Tennessee,31
2016,9,11,Cleveland,32
2016,9,4,Seattle,1
2016,9,4,Arizona,2
2016,9,4,New England,3
2016,9,4,Green Bay,4
2016,9,4,Kansas City,5
2016,9,4,Pittsburgh,6
2016,9,4,Cincinnati,7
2016,9,4,Carolina,8
2016,9,4,Denver,9
2016,9,4,Minnesota,10
2016,9,4,Buffalo,11
2016,9,4,Houston,12
2016,9,4,Las Vegas,13
2016,9,4,Indianapolis,14
2016,9,4,Baltimore,15
2016,9,4,NY Jets,16
2016,9,4,LA Chargers,17
2016,9,4,LA Rams,18
2016,9,4,Miami,19
2016,9,4,Detroit,20
2016,9,4,NY Giants,21
2016,9,4,Atlanta,22
2016,9,4,New Orleans,23
2016,9,4,Jacksonville,24
2016,9,4,Dallas,25
2016,9,4,Chicago,26
2016,9,4,Tampa Bay,27
2016,9,4,Philadelphia,28
2016,9,4,Washington,29
2016,9,4,San Francisco,30
2016,9,4,Tennessee,31
2016,9,4,Cleveland,32
2016,2,7,Seattle,1
2016,2,7,New England,2
2016,2,7,Carolina,3
2016,2,7,Kansas City,4
2016,2,7,Cincinnati,5
2016,2,7,Arizona,6
2016,2,7,Denver,7
2016,2,7,Pittsburgh,8
2016,2,7,Green Bay,9
2016,2,7,Minnesota,10
2016,2,7,NY Jets,11
2016,2,7,Buffalo,12
2016,2,7,Detroit,13
2016,2,7,Houston,14
2016,2,7,LA Rams,15
2016,2,7,Baltimore,16
2016,2,7,Philadelphia,17
2016,2,7,LA Chargers,18
2016,2,7,Indianapolis,19
2016,2,7,NY Giants,20
2016,2,7,Miami,21
2016,2,7,Atlanta,22
2016,2,7,Las Vegas,23
2016,2,7,Dallas,24
2016,2,7,Washington,25
2016,2,7,Chicago,26
2016,2,7,New Orleans,27
2016,2,7,San Francisco,28
2016,2,7,Tampa Bay,29
2016,2,7,Cleveland,30
2016,2,7,Jacksonville,31
2016,2,7,Tennessee,32
2016,1,31,New England,1
2016,1,31,Arizona,2
2016,1,31,Seattle,3
2016,1,31,Cincinnati,4
2016,1,31,Kansas City,5
2016,1,31,Denver,6
2016,1,31,Green Bay,7
2016,1,31,Carolina,8
2016,1,31,Pittsburgh,9
2016,1,31,Minnesota,10
2016,1,31,NY Jets,11
2016,1,31,Buffalo,12
2016,1,31,Houston,13
2016,1,31,LA Rams,14
2016,1,31,Detroit,15
2016,1,31,Baltimore,16
2016,1,31,Philadelphia,17
2016,1,31,Indianapolis,18
2016,1,31,NY Giants,19
2016,1,31,LA Chargers,20
2016,1,31,Dallas,21
2016,1,31,Atlanta,22
2016,1,31,Chicago,23
2016,1,31,Miami,24
2016,1,31,Las Vegas,25
2016,1,31,Washington,26
2016,1,31,New Orleans,27
2016,1,31,San Francisco,28
2016,1,31,Tampa Bay,29
2016,1,31,Jacksonville,30
2016,1,31,Cleveland,31
2016,1,31,Tennessee,32
2016,1,24,New England,1
2016,1,24,Seattle,2
2016,1,24,Arizona,3
2016,1,24,Kansas City,4
2016,1,24,Cincinnati,5
2016,1,24,Green Bay,6
2016,1,24,Carolina,7
2016,1,24,Denver,8
2016,1,24,Pittsburgh,9
2016,1,24,Minnesota,10
2016,1,24,NY Jets,11
2016,1,24,Buffalo,12
2016,1,24,NY Giants,13
2016,1,24,Philadelphia,14
2016,1,24,Baltimore,15
2016,1,24,Houston,16
2016,1,24,Detroit,17
2016,1,24,LA Rams,18
2016,1,24,LA Chargers,19
2016,1,24,Indianapolis,20
2016,1,24,Dallas,21
2016,1,24,Miami,22
2016,1,24,Atlanta,23
2016,1,24,Las Vegas,24
2016,1,24,Chicago,25
2016,1,24,Washington,26
2016,1,24,New Orleans,27
2016,1,24,San Francisco,28
2016,1,24,Jacksonville,29
2016,1,24,Tampa Bay,30
2016,1,24,Cleveland,31
2016,1,24,Tennessee,32
2016,1,17,New England,1
2016,1,17,Seattle,2
2016,1,17,Cincinnati,3
2016,1,17,Arizona,4
2016,1,17,Green Bay,5
2016,1,17,Carolina,6
2016,1,17,Kansas City,7
2016,1,17,Denver,8
2016,1,17,Pittsburgh,9
2016,1,17,NY Jets,10
2016,1,17,Minnesota,11
2016,1,17,Buffalo,12
2016,1,17,Philadelphia,13
2016,1,17,NY Giants,14
2016,1,17,Baltimore,15
2016,1,17,Indianapolis,16
2016,1,17,Dallas,17
2016,1,17,Houston,18
2016,1,17,Miami,19
2016,1,17,LA Rams,20
2016,1,17,Detroit,21
2016,1,17,LA Chargers,22
2016,1,17,Chicago,23
2016,1,17,Las Vegas,24
2016,1,17,Atlanta,25
2016,1,17,Washington,26
2016,1,17,New Orleans,27
2016,1,17,Jacksonville,28
2016,1,17,Tampa Bay,29
2016,1,17,San Francisco,30
2016,1,17,Cleveland,31
2016,1,17,Tennessee,32
2016,1,10,New England,1
2016,1,10,Seattle,2
2016,1,10,Cincinnati,3
2016,1,10,Arizona,4
2016,1,10,Denver,5
2016,1,10,Kansas City,6
2016,1,10,Green Bay,7
2016,1,10,Carolina,8
2016,1,10,Pittsburgh,9
2016,1,10,Buffalo,10
2016,1,10,Minnesota,11
2016,1,10,NY Jets,12
2016,1,10,Philadelphia,13
2016,1,10,Indianapolis,14
2016,1,10,Baltimore,15
2016,1,10,NY Giants,16
2016,1,10,Houston,17
2016,1,10,Dallas,18
2016,1,10,Miami,19
2016,1,10,Atlanta,20
2016,1,10,Detroit,21
2016,1,10,LA Rams,22
2016,1,10,Chicago,23
2016,1,10,LA Chargers,24
2016,1,10,Las Vegas,25
2016,1,10,Washington,26
2016,1,10,New Orleans,27
2016,1,10,Tampa Bay,28
2016,1,10,San Francisco,29
2016,1,10,Jacksonville,30
2016,1,10,Tennessee,31
2016,1,10,Cleveland,32
2016,1,3,New England,1
2016,1,3,Denver,2
2016,1,3,Cincinnati,3
2016,1,3,Seattle,4
2016,1,3,Kansas City,5
2016,1,3,Green Bay,6
2016,1,3,Arizona,7
2016,1,3,Carolina,8
2016,1,3,Pittsburgh,9
2016,1,3,Minnesota,10
2016,1,3,Indianapolis,11
2016,1,3,Buffalo,12
2016,1,3,NY Jets,13
2016,1,3,Baltimore,14
2016,1,3,NY Giants,15
2016,1,3,Philadelphia,16
2016,1,3,Houston,17
2016,1,3,LA Rams,18
2016,1,3,Miami,19
2016,1,3,Atlanta,20
2016,1,3,Dallas,21
2016,1,3,Detroit,22
2016,1,3,Chicago,23
2016,1,3,LA Chargers,24
2016,1,3,Las Vegas,25
2016,1,3,Washington,26
2016,1,3,New Orleans,27
2016,1,3,Tampa Bay,28
2016,1,3,San Francisco,29
2016,1,3,Cleveland,30
2016,1,3,Jacksonville,31
2016,1,3,Tennessee,32
2015,12,27,New England,1
2015,12,27,Seattle,2
2015,12,27,Arizona,3
2015,12,27,Kansas City,4
2015,12,27,Cincinnati,5
2015,12,27,Green Bay,6
2015,12,27,Carolina,7
2015,12,27,Denver,8
2015,12,27,Pittsburgh,9
2015,12,27,Minnesota,10
2015,12,27,NY Jets,11
2015,12,27,Buffalo,12
2015,12,27,NY Giants,13
2015,12,27,Philadelphia,14
2015,12,27,Baltimore,15
2015,12,27,Houston,16
2015,12,27,Detroit,17
2015,12,27,LA Rams,18
2015,12,27,LA Chargers,19
2015,12,27,Indianapolis,20
2015,12,27,Dallas,21
2015,12,27,Miami,22
2015,12,27,Atlanta,23
2015,12,27,Washington,24
2015,12,27,Las Vegas,25
2015,12,27,Chicago,26
2015,12,27,New Orleans,27
2015,12,27,San Francisco,28
2015,12,27,Jacksonville,29
2015,12,27,Tampa Bay,30
2015,12,27,Cleveland,31
2015,12,27,Tennessee,32
2015,12,20,New England,1
2015,12,20,Seattle,2
2015,12,20,Cincinnati,3
2015,12,20,Arizona,4
2015,12,20,Green Bay,5
2015,12,20,Carolina,6
2015,12,20,Kansas City,7
2015,12,20,Denver,8
2015,12,20,Pittsburgh,9
2015,12,20,NY Jets,10
2015,12,20,Minnesota,11
2015,12,20,Buffalo,12
2015,12,20,Philadelphia,13
2015,12,20,NY Giants,14
2015,12,20,Baltimore,15
2015,12,20,Indianapolis,16
2015,12,20,Houston,17
2015,12,20,LA Rams,18
2015,12,20,Miami,19
2015,12,20,Dallas,20
2015,12,20,Detroit,21
2015,12,20,LA Chargers,22
2015,12,20,Chicago,23
2015,12,20,Las Vegas,24
2015,12,20,Atlanta,25
2015,12,20,Washington,26
2015,12,20,New Orleans,27
2015,12,20,Jacksonville,28
2015,12,20,San Francisco,29
2015,12,20,Tampa Bay,30
2015,12,20,Cleveland,31
2015,12,20,Tennessee,32
2015,12,13,New England,1
2015,12,13,Seattle,2
2015,12,13,Cincinnati,3
2015,12,13,Denver,4
2015,12,13,Arizona,5
2015,12,13,Kansas City,6
2015,12,13,Green Bay,7
2015,12,13,Carolina,8
2015,12,13,Pittsburgh,9
2015,12,13,Minnesota,10
2015,12,13,Buffalo,11
2015,12,13,NY Jets,12
2015,12,13,Philadelphia,13
2015,12,13,Indianapolis,14
2015,12,13,Baltimore,15
2015,12,13,NY Giants,16
2015,12,13,Houston,17
2015,12,13,Dallas,18
2015,12,13,Miami,19
2015,12,13,Atlanta,20
2015,12,13,Detroit,21
2015,12,13,LA Rams,22
2015,12,13,Chicago,23
2015,12,13,LA Chargers,24
2015,12,13,Las Vegas,25
2015,12,13,Washington,26
2015,12,13,New Orleans,27
2015,12,13,Tampa Bay,28
2015,12,13,San Francisco,29
2015,12,13,Jacksonville,30
2015,12,13,Tennessee,31
2015,12,13,Cleveland,32
2015,12,6,New England,1
2015,12,6,Denver,2
2015,12,6,Cincinnati,3
2015,12,6,Seattle,4
2015,12,6,Kansas City,5
2015,12,6,Green Bay,6
2015,12,6,Arizona,7
2015,12,6,Carolina,8
2015,12,6,Pittsburgh,9
2015,12,6,Minnesota,10
2015,12,6,Indianapolis,11
2015,12,6,Buffalo,12
2015,12,6,NY Jets,13
2015,12,6,Baltimore,14
2015,12,6,NY Giants,15
2015,12,6,Philadelphia,16
2015,12,6,Houston,17
2015,12,6,LA Rams,18
2015,12,6,Miami,19
2015,12,6,Atlanta,20
2015,12,6,Dallas,21
2015,12,6,Detroit,22
2015,12,6,Chicago,23
2015,12,6,LA Chargers,24
2015,12,6,Las Vegas,25
2015,12,6,Washington,26
2015,12,6,New Orleans,27
2015,12,6,Tampa Bay,28
2015,12,6,San Francisco,29
2015,12,6,Cleveland,30
2015,12,6,Jacksonville,31
2015,12,6,Tennessee,32
2015,11,29,New England,1
2015,11,29,Green Bay,2
2015,11,29,Denver,3
2015,11,29,Seattle,4
2015,11,29,Cincinnati,5
2015,11,29,Arizona,6
2015,11,29,Pittsburgh,7
2015,11,29,Philadelphia,8
2015,11,29,NY Jets,9
2015,11,29,Carolina,10
2015,11,29,Minnesota,11
2015,11,29,Kansas City,12
2015,11,29,Miami,13
2015,11,29,Baltimore,14
2015,11,29,Indianapolis,15
2015,11,29,LA Rams,16
2015,11,29,Atlanta,17
2015,11,29,Buffalo,18
2015,11,29,Dallas,19
2015,11,29,LA Chargers,20
2015,11,29,NY Giants,21
2015,11,29,New Orleans,22
2015,11,29,Detroit,23
2015,11,29,Houston,24
2015,11,29,Las Vegas,25
2015,11,29,Cleveland,26
2015,11,29,Washington,27
2015,11,29,San Francisco,28
2015,11,29,Chicago,29
2015,11,29,Tennessee,30
2015,11,29,Tampa Bay,31
2015,11,29,Jacksonville,32
2015,11,22,New England,1
2015,11,22,Green Bay,2
2015,11,22,Denver,3
2015,11,22,Seattle,4
2015,11,22,Cincinnati,5
2015,11,22,Arizona,6
2015,11,22,Pittsburgh,7
2015,11,22,Philadelphia,8
2015,11,22,NY Jets,9
2015,11,22,Carolina,10
2015,11,22,Minnesota,11
2015,11,22,Indianapolis,12
2015,11,22,Baltimore,13
2015,11,22,Kansas City,14
2015,11,22,Miami,15
2015,11,22,Buffalo,16
2015,11,22,LA Chargers,17
2015,11,22,Atlanta,18
2015,11,22,Dallas,19
2015,11,22,LA Rams,20
2015,11,22,NY Giants,21
2015,11,22,Detroit,22
2015,11,22,New Orleans,23
2015,11,22,Houston,24
2015,11,22,Cleveland,25
2015,11,22,San Francisco,26
2015,11,22,Washington,27
2015,11,22,Las Vegas,28
2015,11,22,Chicago,29
2015,11,22,Tennessee,30
2015,11,22,Tampa Bay,31
2015,11,22,Jacksonville,32
2015,11,15,New England,1
2015,11,15,Green Bay,2
2015,11,15,Denver,3
2015,11,15,Seattle,4
2015,11,15,Arizona,5
2015,11,15,Cincinnati,6
2015,11,15,Pittsburgh,7
2015,11,15,Philadelphia,8
2015,11,15,NY Jets,9
2015,11,15,Indianapolis,10
2015,11,15,Minnesota,11
2015,11,15,Buffalo,12
2015,11,15,Baltimore,13
2015,11,15,Kansas City,14
2015,11,15,Atlanta,15
2015,11,15,Carolina,16
2015,11,15,NY Giants,17
2015,11,15,LA Chargers,18
2015,11,15,Dallas,19
2015,11,15,LA Rams,20
2015,11,15,Miami,21
2015,11,15,Detroit,22
2015,11,15,New Orleans,23
2015,11,15,Cleveland,24
2015,11,15,Houston,25
2015,11,15,Tennessee,26
2015,11,15,Washington,27
2015,11,15,Las Vegas,28
2015,11,15,San Francisco,29
2015,11,15,Chicago,30
2015,11,15,Tampa Bay,31
2015,11,15,Jacksonville,32
2015,11,8,New England,1
2015,11,8,Green Bay,2
2015,11,8,Denver,3
2015,11,8,Seattle,4
2015,11,8,Cincinnati,5
2015,11,8,Arizona,6
2015,11,8,Pittsburgh,7
2015,11,8,Baltimore,8
2015,11,8,Philadelphia,9
2015,11,8,NY Jets,10
2015,11,8,Kansas City,11
2015,11,8,Minnesota,12
2015,11,8,Buffalo,13
2015,11,8,Indianapolis,14
2015,11,8,Dallas,15
2015,11,8,Atlanta,16
2015,11,8,Carolina,17
2015,11,8,NY Giants,18
2015,11,8,LA Chargers,19
2015,11,8,LA Rams,20
2015,11,8,Detroit,21
2015,11,8,Miami,22
2015,11,8,New Orleans,23
2015,11,8,Houston,24
2015,11,8,Cleveland,25
2015,11,8,Tennessee,26
2015,11,8,Washington,27
2015,11,8,Las Vegas,28
2015,11,8,San Francisco,29
2015,11,8,Chicago,30
2015,11,8,Jacksonville,31
2015,11,8,Tampa Bay,32
2015,11,1,New England,1
2015,11,1,Denver,2
2015,11,1,Green Bay,3
2015,11,1,Seattle,4
2015,11,1,Arizona,5
2015,11,1,Cincinnati,6
2015,11,1,Pittsburgh,7
2015,11,1,Buffalo,8
2015,11,1,Kansas City,9
2015,11,1,Philadelphia,10
2015,11,1,Indianapolis,11
2015,11,1,Baltimore,12
2015,11,1,Dallas,13
2015,11,1,NY Jets,14
2015,11,1,Minnesota,15
2015,11,1,LA Chargers,16
2015,11,1,Carolina,17
2015,11,1,Miami,18
2015,11,1,Atlanta,19
2015,11,1,LA Rams,20
2015,11,1,NY Giants,21
2015,11,1,Detroit,22
2015,11,1,Houston,23
2015,11,1,New Orleans,24
2015,11,1,Tennessee,25
2015,11,1,San Francisco,26
2015,11,1,Cleveland,27
2015,11,1,Las Vegas,28
2015,11,1,Washington,29
2015,11,1,Chicago,30
2015,11,1,Tampa Bay,31
2015,11,1,Jacksonville,32
2015,10,25,New England,1
2015,10,25,Green Bay,2
2015,10,25,Denver,3
2015,10,25,Seattle,4
2015,10,25,Cincinnati,5
2015,10,25,Arizona,6
2015,10,25,Pittsburgh,7
2015,10,25,Philadelphia,8
2015,10,25,NY Jets,9
2015,10,25,Carolina,10
2015,10,25,Minnesota,11
2015,10,25,Indianapolis,12
2015,10,25,Baltimore,13
2015,10,25,Kansas City,14
2015,10,25,Miami,15
2015,10,25,Buffalo,16
2015,10,25,LA Chargers,17
2015,10,25,Atlanta,18
2015,10,25,Dallas,19
2015,10,25,LA Rams,20
2015,10,25,NY Giants,21
2015,10,25,Detroit,22
2015,10,25,New Orleans,23
2015,10,25,Houston,24
2015,10,25,Cleveland,25
2015,10,25,Washington,26
2015,10,25,Las Vegas,27
2015,10,25,San Francisco,28
2015,10,25,Chicago,29
2015,10,25,Tennessee,30
2015,10,25,Tampa Bay,31
2015,10,25,Jacksonville,32
2015,10,18,New England,1
2015,10,18,Green Bay,2
2015,10,18,Denver,3
2015,10,18,Seattle,4
2015,10,18,Arizona,5
2015,10,18,Cincinnati,6
2015,10,18,Pittsburgh,7
2015,10,18,Philadelphia,8
2015,10,18,NY Jets,9
2015,10,18,Indianapolis,10
2015,10,18,Minnesota,11
2015,10,18,Buffalo,12
2015,10,18,Baltimore,13
2015,10,18,Kansas City,14
2015,10,18,Carolina,15
2015,10,18,Atlanta,16
2015,10,18,NY Giants,17
