year,month,day,team,defensive_completion_%
2012,9,9,Houston,51.85%
2012,9,9,Las Vegas,73.08%
2012,9,9,Baltimore,61.11%
2012,9,9,NY Jets,68.75%
2012,9,9,Pittsburgh,47.62%
2012,9,9,Cleveland,57.50%
2012,9,9,Kansas City,27.27%
2012,9,9,San Francisco,55.17%
2012,9,9,Philadelphia,48.89%
2012,9,9,New Orleans,57.14%
2012,9,9,Arizona,60.00%
2012,9,9,Cincinnati,55.00%
2012,9,9,Miami,66.67%
2012,9,9,Seattle,55.00%
2012,9,9,NY Giants,46.15%
2012,9,9,Washington,61.54%
2012,9,9,LA Rams,67.74%
2012,9,9,Chicago,50.00%
2012,9,9,New England,61.11%
2012,9,9,Green Bay,63.64%
2012,9,9,Atlanta,71.88%
2012,9,9,Dallas,72.73%
2012,9,9,Tennessee,68.75%
2012,9,9,LA Chargers,65.12%
2012,9,9,Tampa Bay,61.90%
2012,9,9,Denver,76.47%
2012,9,9,Detroit,76.74%
2012,9,9,Buffalo,66.67%
2012,9,9,Jacksonville,67.50%
2012,9,9,Carolina,81.58%
2012,9,9,Minnesota,60.00%
2012,9,9,Indianapolis,57.89%
2012,9,2,Houston,51.85%
2012,9,2,Las Vegas,73.08%
2012,9,2,Baltimore,61.11%
2012,9,2,NY Jets,68.75%
2012,9,2,Pittsburgh,47.62%
2012,9,2,Cleveland,57.50%
2012,9,2,Kansas City,27.27%
2012,9,2,San Francisco,55.17%
2012,9,2,Philadelphia,48.89%
2012,9,2,New Orleans,57.14%
2012,9,2,Arizona,60.00%
2012,9,2,Cincinnati,55.00%
2012,9,2,Miami,66.67%
2012,9,2,Seattle,55.00%
2012,9,2,NY Giants,46.15%
2012,9,2,Washington,61.54%
2012,9,2,LA Rams,67.74%
2012,9,2,Chicago,50.00%
2012,9,2,New England,61.11%
2012,9,2,Green Bay,63.64%
2012,9,2,Atlanta,71.88%
2012,9,2,Dallas,72.73%
2012,9,2,Tennessee,68.75%
2012,9,2,LA Chargers,65.12%
2012,9,2,Tampa Bay,61.90%
2012,9,2,Denver,76.47%
2012,9,2,Detroit,76.74%
2012,9,2,Buffalo,66.67%
2012,9,2,Jacksonville,67.50%
2012,9,2,Carolina,81.58%
2012,9,2,Minnesota,60.00%
2012,9,2,Indianapolis,57.89%
2012,2,26,Houston,51.85%
2012,2,26,Las Vegas,73.08%
2012,2,26,Baltimore,61.11%
2012,2,26,NY Jets,68.75%
2012,2,26,Pittsburgh,47.62%
2012,2,26,Cleveland,57.50%
2012,2,26,Kansas City,27.27%
2012,2,26,San Francisco,55.17%
2012,2,26,Philadelphia,48.89%
2012,2,26,New Orleans,57.14%
2012,2,26,Arizona,60.00%
2012,2,26,Cincinnati,55.00%
2012,2,26,Miami,66.67%
2012,2,26,Seattle,55.00%
2012,2,26,NY Giants,46.15%
2012,2,26,Washington,61.54%
2012,2,26,LA Rams,67.74%
2012,2,26,Chicago,50.00%
2012,2,26,New England,61.11%
2012,2,26,Green Bay,63.64%
2012,2,26,Atlanta,71.88%
2012,2,26,Dallas,72.73%
2012,2,26,Tennessee,68.75%
2012,2,26,LA Chargers,65.12%
2012,2,26,Tampa Bay,61.90%
2012,2,26,Denver,76.47%
2012,2,26,Detroit,76.74%
2012,2,26,Buffalo,66.67%
2012,2,26,Jacksonville,67.50%
2012,2,26,Carolina,81.58%
2012,2,26,Minnesota,60.00%
2012,2,26,Indianapolis,57.89%
2012,2,19,Houston,51.85%
2012,2,19,Las Vegas,73.08%
2012,2,19,Baltimore,61.11%
2012,2,19,NY Jets,68.75%
2012,2,19,Pittsburgh,47.62%
2012,2,19,Cleveland,57.50%
2012,2,19,Kansas City,27.27%
2012,2,19,San Francisco,55.17%
2012,2,19,Philadelphia,48.89%
2012,2,19,New Orleans,57.14%
2012,2,19,Arizona,60.00%
2012,2,19,Cincinnati,55.00%
2012,2,19,Miami,66.67%
2012,2,19,Seattle,55.00%
2012,2,19,NY Giants,46.15%
2012,2,19,Washington,61.54%
2012,2,19,LA Rams,67.74%
2012,2,19,Chicago,50.00%
2012,2,19,New England,61.11%
2012,2,19,Green Bay,63.64%
2012,2,19,Atlanta,71.88%
2012,2,19,Dallas,72.73%
2012,2,19,Tennessee,68.75%
2012,2,19,LA Chargers,65.12%
2012,2,19,Tampa Bay,61.90%
2012,2,19,Denver,76.47%
2012,2,19,Detroit,76.74%
2012,2,19,Buffalo,66.67%
2012,2,19,Jacksonville,67.50%
2012,2,19,Carolina,81.58%
2012,2,19,Minnesota,60.00%
2012,2,19,Indianapolis,57.89%
2012,2,12,Houston,51.85%
2012,2,12,Las Vegas,73.08%
2012,2,12,Baltimore,61.11%
2012,2,12,NY Jets,68.75%
2012,2,12,Pittsburgh,47.62%
2012,2,12,Cleveland,57.50%
2012,2,12,Kansas City,27.27%
2012,2,12,San Francisco,55.17%
2012,2,12,Philadelphia,48.89%
2012,2,12,New Orleans,57.14%
2012,2,12,Arizona,60.00%
2012,2,12,Cincinnati,55.00%
2012,2,12,Miami,66.67%
2012,2,12,Seattle,55.00%
2012,2,12,NY Giants,46.15%
2012,2,12,Washington,61.54%
2012,2,12,LA Rams,67.74%
2012,2,12,Chicago,50.00%
2012,2,12,New England,61.11%
2012,2,12,Green Bay,63.64%
2012,2,12,Atlanta,71.88%
2012,2,12,Dallas,72.73%
2012,2,12,Tennessee,68.75%
2012,2,12,LA Chargers,65.12%
2012,2,12,Tampa Bay,61.90%
2012,2,12,Denver,76.47%
2012,2,12,Detroit,76.74%
2012,2,12,Buffalo,66.67%
2012,2,12,Jacksonville,67.50%
2012,2,12,Carolina,81.58%
2012,2,12,Minnesota,60.00%
2012,2,12,Indianapolis,57.89%
2012,2,5,Houston,51.85%
2012,2,5,Las Vegas,73.08%
2012,2,5,Baltimore,61.11%
2012,2,5,NY Jets,68.75%
2012,2,5,Pittsburgh,47.62%
2012,2,5,Cleveland,57.50%
2012,2,5,Kansas City,27.27%
2012,2,5,San Francisco,55.17%
2012,2,5,Philadelphia,48.89%
2012,2,5,New Orleans,57.14%
2012,2,5,Arizona,60.00%
2012,2,5,Cincinnati,55.00%
2012,2,5,Miami,66.67%
2012,2,5,Seattle,55.00%
2012,2,5,NY Giants,46.15%
2012,2,5,Washington,61.54%
2012,2,5,LA Rams,67.74%
2012,2,5,Chicago,50.00%
2012,2,5,New England,61.11%
2012,2,5,Green Bay,63.64%
2012,2,5,Atlanta,71.88%
2012,2,5,Dallas,72.73%
2012,2,5,Tennessee,68.75%
2012,2,5,LA Chargers,65.12%
2012,2,5,Tampa Bay,61.90%
2012,2,5,Denver,76.47%
2012,2,5,Detroit,76.74%
2012,2,5,Buffalo,66.67%
2012,2,5,Jacksonville,67.50%
2012,2,5,Carolina,81.58%
2012,2,5,Minnesota,60.00%
2012,2,5,Indianapolis,57.89%
2012,1,29,Houston,56.10%
2012,1,29,Las Vegas,58.33%
2012,1,29,NY Jets,33.33%
2012,1,29,Baltimore,57.58%
2012,1,29,Pittsburgh,37.50%
2012,1,29,Cleveland,45.83%
2012,1,29,New Orleans,65.57%
2012,1,29,Kansas City,61.54%
2012,1,29,Cincinnati,52.27%
2012,1,29,San Francisco,53.57%
2012,1,29,Arizona,58.06%
2012,1,29,Miami,58.70%
2012,1,29,Philadelphia,60.00%
2012,1,29,Atlanta,58.97%
2012,1,29,Seattle,53.85%
2012,1,29,LA Rams,68.18%
2012,1,29,NY Giants,50.85%
2012,1,29,Washington,66.67%
2012,1,29,Dallas,56.25%
2012,1,29,Green Bay,67.86%
2012,1,29,Chicago,72.41%
2012,1,29,Detroit,52.83%
2012,1,29,Tennessee,50.00%
2012,1,29,LA Chargers,80.56%
2012,1,29,New England,50.00%
2012,1,29,Tampa Bay,70.59%
2012,1,29,Denver,55.56%
2012,1,29,Buffalo,44.83%
2012,1,29,Jacksonville,60.00%
2012,1,29,Carolina,73.68%
2012,1,29,Minnesota,63.41%
2012,1,29,Indianapolis,81.25%
2012,1,22,Houston,58.33%
2012,1,22,Las Vegas,55.77%
2012,1,22,Baltimore,73.91%
2012,1,22,NY Jets,68.18%
2012,1,22,Pittsburgh,58.06%
2012,1,22,New Orleans,43.75%
2012,1,22,Cleveland,60.87%
2012,1,22,Kansas City,48.57%
2012,1,22,Arizona,58.06%
2012,1,22,San Francisco,56.82%
2012,1,22,Philadelphia,55.17%
2012,1,22,Miami,65.96%
2012,1,22,Cincinnati,69.44%
2012,1,22,LA Rams,57.69%
2012,1,22,Atlanta,54.55%
2012,1,22,Washington,57.50%
2012,1,22,Seattle,44.00%
2012,1,22,LA Chargers,68.57%
2012,1,22,Green Bay,74.19%
2012,1,22,Chicago,61.29%
2012,1,22,Dallas,62.96%
2012,1,22,NY Giants,62.50%
2012,1,22,Tampa Bay,76.67%
2012,1,22,Carolina,63.33%
2012,1,22,Detroit,80.00%
2012,1,22,New England,47.83%
2012,1,22,Tennessee,64.71%
2012,1,22,Denver,67.65%
2012,1,22,Jacksonville,75.00%
2012,1,22,Buffalo,50.00%
2012,1,22,Minnesota,78.05%
2012,1,22,Indianapolis,67.86%
2012,1,15,Houston,57.14%
2012,1,15,Las Vegas,53.13%
2012,1,15,Baltimore,45.95%
2012,1,15,NY Jets,50.00%
2012,1,15,Cleveland,69.57%
2012,1,15,Pittsburgh,52.78%
2012,1,15,New Orleans,50.00%
2012,1,15,Cincinnati,59.09%
2012,1,15,Miami,50.00%
2012,1,15,Kansas City,61.90%
2012,1,15,Arizona,48.65%
2012,1,15,San Francisco,68.97%
2012,1,15,Philadelphia,58.62%
2012,1,15,LA Rams,61.76%
2012,1,15,LA Chargers,40.54%
2012,1,15,Green Bay,55.81%
2012,1,15,Atlanta,48.72%
2012,1,15,Washington,59.46%
2012,1,15,Chicago,52.50%
2012,1,15,Dallas,57.45%
2012,1,15,Detroit,52.27%
2012,1,15,NY Giants,67.74%
2012,1,15,Tampa Bay,57.58%
2012,1,15,Seattle,41.38%
2012,1,15,Carolina,57.89%
2012,1,15,Jacksonville,53.13%
2012,1,15,Tennessee,76.60%
2012,1,15,Denver,63.16%
2012,1,15,New England,60.61%
2012,1,15,Buffalo,72.73%
2012,1,15,Minnesota,68.97%
2012,1,15,Indianapolis,74.19%
2012,1,8,Houston,43.48%
2012,1,8,Las Vegas,52.00%
2012,1,8,Baltimore,50.00%
2012,1,8,NY Jets,41.30%
2012,1,8,Cleveland,43.48%
2012,1,8,Pittsburgh,46.67%
2012,1,8,Cincinnati,65.22%
2012,1,8,New Orleans,70.45%
2012,1,8,San Francisco,54.55%
2012,1,8,Kansas City,45.83%
2012,1,8,Miami,48.78%
2012,1,8,Philadelphia,81.25%
2012,1,8,LA Rams,68.00%
2012,1,8,Arizona,66.67%
2012,1,8,Green Bay,57.50%
2012,1,8,Washington,59.38%
2012,1,8,NY Giants,59.57%
2012,1,8,Atlanta,48.00%
2012,1,8,Chicago,54.84%
2012,1,8,Dallas,64.00%
2012,1,8,Tampa Bay,59.09%
2012,1,8,Tennessee,63.04%
2012,1,8,LA Chargers,57.58%
2012,1,8,Detroit,72.22%
2012,1,8,Seattle,58.62%
2012,1,8,Carolina,59.26%
2012,1,8,Denver,62.50%
2012,1,8,Jacksonville,78.57%
2012,1,8,New England,81.08%
2012,1,8,Buffalo,64.00%
2012,1,8,Minnesota,66.67%
2012,1,8,Indianapolis,76.32%
2012,1,1,Houston,50.00%
2012,1,1,Las Vegas,50.00%
2012,1,1,Baltimore,62.50%
2012,1,1,NY Jets,66.67%
2012,1,1,Cleveland,67.74%
2012,1,1,New Orleans,70.21%
2012,1,1,Cincinnati,47.06%
2012,1,1,Pittsburgh,64.29%
2012,1,1,Philadelphia,70.59%
2012,1,1,San Francisco,65.22%
2012,1,1,Arizona,53.13%
2012,1,1,LA Rams,52.17%
2012,1,1,Kansas City,67.74%
2012,1,1,Miami,64.71%
2012,1,1,Green Bay,71.11%
2012,1,1,Washington,46.67%
2012,1,1,NY Giants,64.10%
2012,1,1,Detroit,68.75%
2012,1,1,Dallas,59.38%
2012,1,1,Tennessee,54.55%
2012,1,1,Tampa Bay,55.88%
2012,1,1,Chicago,56.76%
2012,1,1,Jacksonville,64.29%
2012,1,1,Atlanta,68.00%
2012,1,1,New England,54.17%
2012,1,1,LA Chargers,50.00%
2012,1,1,Seattle,74.29%
2012,1,1,Denver,52.78%
2012,1,1,Carolina,51.72%
2012,1,1,Buffalo,48.57%
2012,1,1,Minnesota,79.41%
2012,1,1,Indianapolis,74.07%
2011,12,25,Houston,56.10%
2011,12,25,Las Vegas,58.33%
2011,12,25,NY Jets,33.33%
2011,12,25,Baltimore,57.58%
2011,12,25,Pittsburgh,37.50%
2011,12,25,Cleveland,45.83%
2011,12,25,New Orleans,43.75%
2011,12,25,Kansas City,61.54%
2011,12,25,Cincinnati,52.27%
2011,12,25,San Francisco,53.57%
2011,12,25,Arizona,58.06%
2011,12,25,Miami,58.70%
2011,12,25,Philadelphia,60.00%
2011,12,25,Seattle,53.85%
2011,12,25,LA Rams,68.18%
2011,12,25,Atlanta,54.55%
2011,12,25,NY Giants,50.85%
2011,12,25,Washington,66.67%
2011,12,25,Green Bay,74.19%
2011,12,25,Chicago,61.29%
2011,12,25,Dallas,56.25%
2011,12,25,Detroit,52.83%
2011,12,25,Tennessee,50.00%
2011,12,25,LA Chargers,80.56%
2011,12,25,New England,51.52%
2011,12,25,Tampa Bay,70.59%
2011,12,25,Buffalo,43.33%
2011,12,25,Denver,55.56%
2011,12,25,Jacksonville,60.00%
2011,12,25,Carolina,73.68%
2011,12,25,Minnesota,63.41%
2011,12,25,Indianapolis,81.25%
2011,12,18,Houston,57.14%
2011,12,18,Las Vegas,53.13%
2011,12,18,Baltimore,45.95%
2011,12,18,NY Jets,50.00%
2011,12,18,Cleveland,69.57%
2011,12,18,Pittsburgh,52.78%
2011,12,18,New Orleans,50.00%
2011,12,18,Cincinnati,59.09%
2011,12,18,Miami,50.00%
2011,12,18,Kansas City,61.90%
2011,12,18,Arizona,48.65%
2011,12,18,San Francisco,68.97%
2011,12,18,Philadelphia,58.62%
2011,12,18,LA Rams,61.76%
2011,12,18,LA Chargers,40.54%
2011,12,18,Green Bay,55.81%
2011,12,18,Atlanta,54.55%
2011,12,18,Washington,59.46%
2011,12,18,Chicago,52.50%
2011,12,18,Detroit,52.27%
2011,12,18,NY Giants,67.74%
2011,12,18,Dallas,62.96%
2011,12,18,Seattle,41.38%
2011,12,18,Tampa Bay,76.67%
2011,12,18,Carolina,57.89%
2011,12,18,Tennessee,76.60%
2011,12,18,Denver,63.16%
2011,12,18,Jacksonville,75.00%
2011,12,18,New England,60.61%
2011,12,18,Buffalo,72.73%
2011,12,18,Minnesota,68.97%
2011,12,18,Indianapolis,74.19%
2011,12,11,Houston,43.48%
2011,12,11,Las Vegas,52.00%
2011,12,11,Baltimore,50.00%
2011,12,11,NY Jets,41.30%
2011,12,11,Cleveland,69.57%
2011,12,11,Pittsburgh,52.78%
2011,12,11,Cincinnati,65.22%
2011,12,11,New Orleans,70.45%
2011,12,11,San Francisco,54.55%
2011,12,11,Kansas City,45.83%
2011,12,11,Miami,48.78%
2011,12,11,Philadelphia,81.25%
2011,12,11,LA Rams,68.00%
2011,12,11,Arizona,66.67%
2011,12,11,Green Bay,57.50%
2011,12,11,Washington,59.38%
2011,12,11,NY Giants,59.57%
2011,12,11,Atlanta,48.00%
2011,12,11,Chicago,54.84%
2011,12,11,Dallas,64.00%
2011,12,11,Tampa Bay,59.09%
2011,12,11,Tennessee,63.04%
2011,12,11,LA Chargers,57.58%
2011,12,11,Detroit,72.22%
2011,12,11,Seattle,58.62%
2011,12,11,Carolina,59.26%
2011,12,11,Denver,62.50%
2011,12,11,Jacksonville,78.57%
2011,12,11,New England,81.08%
2011,12,11,Buffalo,64.00%
2011,12,11,Minnesota,66.67%
2011,12,11,Indianapolis,76.32%
2011,12,4,Houston,50.00%
2011,12,4,Las Vegas,50.00%
2011,12,4,Baltimore,62.50%
2011,12,4,NY Jets,66.67%
2011,12,4,Cleveland,67.74%
2011,12,4,New Orleans,70.21%
2011,12,4,Cincinnati,47.06%
2011,12,4,Pittsburgh,64.29%
2011,12,4,San Francisco,65.22%
2011,12,4,Arizona,53.13%
2011,12,4,LA Rams,52.17%
2011,12,4,Philadelphia,81.25%
2011,12,4,Kansas City,67.74%
2011,12,4,Miami,64.71%
2011,12,4,Green Bay,71.11%
2011,12,4,Washington,46.67%
2011,12,4,NY Giants,64.10%
2011,12,4,Detroit,68.75%
2011,12,4,Dallas,59.38%
2011,12,4,Tennessee,54.55%
2011,12,4,Tampa Bay,55.88%
2011,12,4,Chicago,56.76%
2011,12,4,Jacksonville,64.29%
2011,12,4,Atlanta,68.00%
2011,12,4,New England,54.17%
2011,12,4,LA Chargers,50.00%
2011,12,4,Seattle,58.62%
2011,12,4,Denver,52.78%
2011,12,4,Carolina,51.72%
2011,12,4,Buffalo,48.57%
2011,12,4,Minnesota,79.41%
2011,12,4,Indianapolis,74.07%
2011,11,27,Houston,42.86%
2011,11,27,Las Vegas,57.58%
2011,11,27,Baltimore,62.50%
2011,11,27,NY Jets,42.86%
2011,11,27,Cleveland,53.66%
2011,11,27,New Orleans,55.77%
2011,11,27,Philadelphia,51.43%
2011,11,27,Pittsburgh,50.00%
2011,11,27,San Francisco,65.22%
2011,11,27,Kansas City,55.56%
2011,11,27,Cincinnati,62.96%
2011,11,27,LA Rams,60.00%
2011,11,27,Arizona,52.63%
2011,11,27,Miami,64.71%
2011,11,27,NY Giants,63.89%
2011,11,27,Green Bay,71.11%
2011,11,27,Detroit,68.75%
2011,11,27,Dallas,59.38%
2011,11,27,Seattle,50.00%
2011,11,27,Atlanta,50.00%
2011,11,27,Jacksonville,70.83%
2011,11,27,Washington,62.16%
2011,11,27,Tennessee,68.75%
2011,11,27,Tampa Bay,67.65%
2011,11,27,Chicago,67.74%
2011,11,27,LA Chargers,56.25%
2011,11,27,New England,64.86%
2011,11,27,Denver,60.00%
2011,11,27,Carolina,77.78%
2011,11,27,Buffalo,70.00%
2011,11,27,Minnesota,73.91%
2011,11,27,Indianapolis,66.67%
2011,11,20,Houston,42.86%
2011,11,20,Las Vegas,48.94%
2011,11,20,Baltimore,62.96%
2011,11,20,NY Jets,42.86%
2011,11,20,New Orleans,55.77%
2011,11,20,Cleveland,60.00%
2011,11,20,Pittsburgh,50.00%
2011,11,20,Philadelphia,52.50%
2011,11,20,Green Bay,47.06%
2011,11,20,Cincinnati,63.64%
2011,11,20,Kansas City,25.00%
2011,11,20,LA Rams,74.07%
2011,11,20,San Francisco,65.00%
2011,11,20,NY Giants,63.33%
2011,11,20,Arizona,47.06%
2011,11,20,Detroit,45.00%
2011,11,20,Miami,65.63%
2011,11,20,Dallas,64.52%
2011,11,20,Jacksonville,68.97%
2011,11,20,Tennessee,57.50%
2011,11,20,Tampa Bay,73.33%
2011,11,20,Washington,68.97%
2011,11,20,Chicago,52.38%
2011,11,20,Carolina,55.56%
2011,11,20,Seattle,56.60%
2011,11,20,New England,51.28%
2011,11,20,Atlanta,69.77%
2011,11,20,Denver,60.00%
2011,11,20,LA Chargers,66.67%
2011,11,20,Buffalo,88.46%
2011,11,20,Minnesota,78.13%
2011,11,20,Indianapolis,66.67%
2011,11,13,Houston,63.64%
2011,11,13,Las Vegas,48.94%
2011,11,13,Baltimore,54.05%
2011,11,13,NY Jets,48.39%
2011,11,13,Cleveland,60.87%
2011,11,13,New Orleans,72.97%
2011,11,13,Cincinnati,58.54%
2011,11,13,LA Rams,57.14%
2011,11,13,Pittsburgh,59.57%
2011,11,13,Philadelphia,56.25%
2011,11,13,Green Bay,56.52%
2011,11,13,San Francisco,63.83%
2011,11,13,NY Giants,57.14%
2011,11,13,Kansas City,73.91%
2011,11,13,Jacksonville,53.33%
2011,11,13,Miami,51.28%
2011,11,13,Dallas,56.67%
2011,11,13,Tampa Bay,75.00%
2011,11,13,Washington,70.83%
2011,11,13,Arizona,63.89%
2011,11,13,Detroit,46.15%
2011,11,13,Tennessee,56.41%
2011,11,13,Atlanta,51.52%
2011,11,13,Carolina,64.29%
2011,11,13,Buffalo,71.43%
2011,11,13,Chicago,53.85%
2011,11,13,LA Chargers,66.67%
2011,11,13,Seattle,61.29%
2011,11,13,New England,51.28%
2011,11,13,Minnesota,62.86%
2011,11,13,Denver,54.29%
2011,11,13,Indianapolis,58.33%
2011,11,6,Houston,31.25%
2011,11,6,Baltimore,47.62%
2011,11,6,New Orleans,54.05%
2011,11,6,Las Vegas,50.00%
2011,11,6,NY Jets,50.00%
2011,11,6,Cleveland,62.50%
2011,11,6,Cincinnati,53.19%
2011,11,6,Pittsburgh,68.57%
2011,11,6,LA Rams,68.18%
2011,11,6,San Francisco,64.71%
2011,11,6,Kansas City,63.41%
2011,11,6,Philadelphia,51.43%
2011,11,6,Tampa Bay,53.13%
2011,11,6,Green Bay,40.63%
2011,11,6,Washington,77.78%
2011,11,6,NY Giants,59.09%
2011,11,6,Jacksonville,53.33%
2011,11,6,Dallas,75.00%
2011,11,6,Arizona,60.78%
2011,11,6,Detroit,46.15%
2011,11,6,Miami,68.89%
2011,11,6,LA Chargers,59.38%
2011,11,6,Tennessee,53.06%
2011,11,6,Buffalo,60.61%
2011,11,6,Carolina,64.29%
2011,11,6,Atlanta,46.88%
2011,11,6,Seattle,62.07%
2011,11,6,Chicago,55.77%
2011,11,6,Minnesota,62.86%
2011,11,6,New England,72.00%
2011,11,6,Denver,68.75%
2011,11,6,Indianapolis,69.70%
2011,10,30,LA Rams,56.25%
2011,10,30,Pittsburgh,45.00%
2011,10,30,Houston,70.45%
2011,10,30,Cleveland,65.52%
2011,10,30,Cincinnati,66.67%
2011,10,30,New Orleans,56.41%
2011,10,30,San Francisco,53.13%
2011,10,30,NY Giants,66.67%
2011,10,30,Washington,61.11%
2011,10,30,Las Vegas,62.79%
2011,10,30,Tennessee,61.54%
2011,10,30,NY Jets,66.67%
2011,10,30,Baltimore,50.00%
2011,10,30,Philadelphia,69.57%
2011,10,30,Arizona,58.06%
2011,10,30,Jacksonville,52.94%
2011,10,30,Dallas,59.46%
2011,10,30,Green Bay,56.76%
2011,10,30,Tampa Bay,55.32%
2011,10,30,Miami,48.72%
2011,10,30,Kansas City,63.16%
2011,10,30,Carolina,57.14%
2011,10,30,Detroit,61.11%
2011,10,30,Buffalo,66.67%
2011,10,30,New England,67.50%
2011,10,30,Denver,75.00%
2011,10,30,Indianapolis,67.57%
2011,10,30,Atlanta,68.75%
2011,10,30,Minnesota,69.57%
2011,10,30,LA Chargers,70.83%
2011,10,30,Chicago,73.68%
2011,10,30,Seattle,64.10%
2011,10,23,Houston,40.00%
2011,10,23,Cleveland,50.00%
2011,10,23,Cincinnati,60.00%
2011,10,23,LA Rams,63.33%
2011,10,23,NY Giants,47.83%
2011,10,23,Philadelphia,60.71%
2011,10,23,NY Jets,44.00%
2011,10,23,Washington,56.67%
2011,10,23,Las Vegas,60.87%
2011,10,23,Tennessee,46.88%
2011,10,23,New Orleans,42.22%
2011,10,23,San Francisco,60.47%
2011,10,23,Arizona,58.14%
2011,10,23,Dallas,66.67%
2011,10,23,Kansas City,60.00%
2011,10,23,Baltimore,71.43%
2011,10,23,Green Bay,60.87%
2011,10,23,Denver,65.85%
2011,10,23,Detroit,65.22%
2011,10,23,Pittsburgh,68.97%
2011,10,23,Carolina,63.33%
2011,10,23,Buffalo,69.70%
2011,10,23,Jacksonville,70.83%
2011,10,23,New England,72.50%
2011,10,23,Tampa Bay,60.00%
2011,10,23,Chicago,70.27%
2011,10,23,Miami,72.41%
2011,10,23,LA Chargers,77.50%
2011,10,23,Atlanta,70.27%
2011,10,23,Minnesota,70.97%
2011,10,23,Indianapolis,68.75%
2011,10,23,Seattle,74.19%
2011,10,16,LA Rams,43.75%
2011,10,16,LA Chargers,46.67%
2011,10,16,Cincinnati,47.50%
2011,10,16,Philadelphia,51.43%
2011,10,16,Houston,51.61%
2011,10,16,Las Vegas,52.17%
2011,10,16,Baltimore,53.66%
2011,10,16,Cleveland,55.56%
2011,10,16,Washington,56.25%
2011,10,16,San Francisco,56.76%
2011,10,16,Pittsburgh,58.62%
2011,10,16,Denver,59.09%
2011,10,16,Dallas,59.09%
2011,10,16,Buffalo,61.11%
2011,10,16,New England,61.22%
2011,10,16,Jacksonville,61.76%
2011,10,16,NY Giants,61.76%
2011,10,16,Detroit,63.04%
2011,10,16,NY Jets,63.89%
2011,10,16,Arizona,64.86%
2011,10,16,Green Bay,65.31%
2011,10,16,Kansas City,65.38%
2011,10,16,Chicago,65.96%
2011,10,16,Carolina,66.67%
2011,10,16,Miami,66.67%
2011,10,16,Minnesota,68.75%
2011,10,16,Atlanta,68.75%
2011,10,16,Indianapolis,70.83%
2011,10,16,Tennessee,70.83%
2011,10,16,Tampa Bay,72.73%
2011,10,16,Seattle,75.00%
2011,10,16,New Orleans,77.14%
2011,10,9,Green Bay,65.31%
2011,10,9,New Orleans,77.14%
2011,10,2,NY Jets,52.63%
2011,10,2,Las Vegas,36.11%
2011,10,2,Kansas City,73.53%
2011,10,2,Green Bay,62.50%
2011,10,2,NY Giants,59.09%
2011,10,2,Miami,58.62%
2011,10,2,LA Rams,61.11%
2011,10,2,Philadelphia,66.67%
2011,10,2,Seattle,51.72%
2011,10,2,Baltimore,59.38%
2011,10,2,LA Chargers,44.44%
2011,10,2,Tampa Bay,58.54%
2011,10,2,Denver,56.76%
2011,10,2,Arizona,51.72%
2011,10,2,Pittsburgh,61.54%
2011,10,2,Cleveland,70.00%
2011,10,2,Chicago,56.67%
2011,10,2,Carolina,68.42%
2011,10,2,New Orleans,62.86%
2011,10,2,Buffalo,53.33%
2011,10,2,Minnesota,71.79%
2011,10,2,Cincinnati,73.68%
2011,10,2,Washington,58.62%
2011,10,2,New England,64.00%
2011,10,2,Detroit,62.50%
2011,10,2,Dallas,50.00%
2011,10,2,Houston,48.00%
2011,10,2,Jacksonville,81.82%
2011,10,2,San Francisco,56.60%
2011,10,2,Tennessee,65.85%
2011,10,2,Indianapolis,58.06%
2011,10,2,Atlanta,86.11%
2011,9,25,Houston,40.00%
2011,9,25,Cleveland,50.00%
2011,9,25,Cincinnati,60.00%
2011,9,25,LA Rams,63.33%
2011,9,25,NY Giants,47.83%
2011,9,25,Philadelphia,60.71%
2011,9,25,NY Jets,44.00%
2011,9,25,Washington,56.67%
2011,9,25,Las Vegas,60.87%
2011,9,25,Tennessee,46.88%
2011,9,25,New Orleans,42.22%
2011,9,25,San Francisco,60.47%
2011,9,25,Arizona,58.14%
2011,9,25,Dallas,66.67%
2011,9,25,Kansas City,60.00%
2011,9,25,Baltimore,71.43%
2011,9,25,Green Bay,60.87%
2011,9,25,Denver,65.85%
2011,9,25,Detroit,65.22%
2011,9,25,Pittsburgh,68.97%
2011,9,25,Carolina,63.33%
2011,9,25,Buffalo,69.70%
2011,9,25,Jacksonville,70.83%
2011,9,25,New England,72.50%
2011,9,25,Tampa Bay,60.00%
2011,9,25,Chicago,70.27%
2011,9,25,Miami,72.41%
2011,9,25,LA Chargers,77.50%
2011,9,25,Atlanta,70.27%
2011,9,25,Minnesota,70.97%
2011,9,25,Indianapolis,68.75%
2011,9,25,Seattle,74.19%
2011,9,18,LA Rams,43.75%
2011,9,18,LA Chargers,46.67%
2011,9,18,Cincinnati,47.50%
2011,9,18,Philadelphia,51.43%
2011,9,18,Houston,51.61%
2011,9,18,Las Vegas,52.17%
2011,9,18,Baltimore,53.66%
2011,9,18,Cleveland,55.56%
2011,9,18,Washington,56.25%
2011,9,18,San Francisco,56.76%
2011,9,18,Pittsburgh,58.62%
2011,9,18,Denver,59.09%
2011,9,18,Dallas,59.09%
2011,9,18,Buffalo,61.11%
2011,9,18,New England,61.22%
2011,9,18,Jacksonville,61.76%
